QID,PageTitle,description,occupation_labels,cluster,topClusterWords,umap_x,umap_y
Q21707412,Helen S. Mitchell,nutritionist,['biochemist'],35,"['nutritionist', 'endocrinologist', 'scientist', 'researcher', 'nutritional']",12.542077,6.55362
Q18393716,Rebecca Johnson (geneticist),Australian geneticist,"['geneticist', 'mammalogist']",34,"['geneticist', 'australian', 'researcher', 'canadian', 'molecular']",14.780925,0.93084866
Q45897973,Corinna Löckenhoff,researcher,['researcher'],5,"['researcher', 'scientist', 'university', 'academic', 'ai']",9.295399,22.077454
Q111173570,Ilke Arslan,Turkish-American microscopist,['microscopist'],19,"['polish', 'scientist', 'swedish', 'born', 'politician']",5.5871997,0.4941809
Q13403964,"Bend, Not Break",non-fiction work by Ping Fu,[],59,"['writer', 'author', 'librarian', 'activist', 'naturalist']",5.989268,1.9012481
Q95690125,Tanya Zelevinsky,physicist,['researcher'],3,"['physicist', 'physics', 'researcher', 'particle', 'scientist']",-4.5109344,18.817562
Q88407022,Aurora E. Clark,computational chemist,['researcher'],30,"['chemist', 'researcher', 'inorganic', 'academic', 'chemistry']",7.314,8.15303
Q2901389,Naomi Feinbrun-Dothan,botanist and university teacher (1900-1995),"['botanist', 'botanical collector', 'university teacher', 'scientific collector']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",5.3925996,-0.036689904
Q54371437,Almah Jane Frisby,physician,['physician'],25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",-6.028131,9.33521
Q58356276,Chris Beasley (researcher),Australian political scientist,"['political scientist', 'academic', 'non-fiction writer', 'university teacher']",23,"['scientist', 'political', 'politician', 'social', 'australian']",8.618236,0.22693346
Q57379289,Eileen Alice Willa,"New Zealand museum curator, botanist and author (1905-1999)","['botanist', 'curator', 'non-fiction writer', 'botanical collector', 'scientific collector']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",7.3754954,0.53451896
Q64850738,Sue Stott,New Zealand paediatric orthopaedic surgeon,['professor'],48,"['pediatrician', 'pediatric', 'obstetrician', 'gynecologist', 'paediatrician']",9.522871,1.4815992
Q1851179,Ellen Churchill Semple,geographer (1863–1932),"['geographer', 'geopolitical analyst', 'writer', 'university teacher']",29,"['oceanographer', 'geographer', 'researcher', 'scientist', 'climate']",0.67132086,8.662793
Q62056153,Lisa Marie Stevens,curator of mammals and zookeeper,"['curator', 'zookeeper']",4,"['zoologist', 'herpetologist', 'biologist', 'australian', 'scientist']",8.847071,14.007812
Q22003709,Joan D'Arcy Cooper,psychologist,['psychologist'],1,"['psychologist', 'developmental', 'clinical', 'social', 'academic']",25.56223,0.6458199
Q12723258,Cabiria Andreian Cazacu,Romanian mathematician,"['mathematician', 'university teacher']",28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",9.131234,7.161741
Q92977789,Surita Bhatia,chemist,"['researcher', 'chemist']",30,"['chemist', 'researcher', 'inorganic', 'academic', 'chemistry']",-8.338983,0.8666706
Q57073244,Natacha Aguilar de Soto,Spanish marine biologist,"['marine biologist', 'university teacher']",56,"['marine', 'biologist', 'ecologist', 'scientist', 'australian']",2.987239,6.6679006
Q59191843,Isabel de Urquiola,19th-century Spanish explorer,['explorer'],36,"['spanish', 'scientist', 'mexican', 'researcher', 'argentine']",2.6185455,6.5096416
Q5590971,Grace Alele-Williams,Nigerian mathematician (1932–2022),"['mathematician', 'university teacher', 'vice-chancellor']",28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",10.276554,-0.66002315
Q78171707,Ann-Marie Holmes,Irish Engineer.,['engineer'],31,"['engineer', 'electrical', 'chemical', 'mechanical', 'biomedical']",4.71237,6.022014
Q6681392,Lorna Smith Benjamin,psychologist,['psychologist'],1,"['psychologist', 'developmental', 'clinical', 'social', 'academic']",25.542627,0.61314964
Q30348098,Lucia Caporaso,Italian mathematician (1965-),"['mathematician', 'university teacher']",51,"['italian', 'mathematician', 'physicist', 'scientist', 'american']",2.3390903,8.381882
Q15994402,Emily Dix,paleobotanist (1904–1972),['paleobotanist'],26,"['paleontologist', 'geologist', 'australian', 'palaeontologist', 'paleoclimatologist']",3.7211995,2.7721748
Q62768406,Annette Herscovics,Scientist at McGill University,['scientist'],20,"['canadian', 'scientist', 'researcher', 'biologist', 'physician']",12.443153,5.3002214
Q56979991,Emma Kowal,Australian cultural and medical anthropologist,"['academic', 'anthropologist']",2,"['anthropologist', 'cultural', 'academic', 'professor', 'social']",8.061912,0.30868953
Q62032117,Alejandra Melfo,Uruguayan/Venezuelan physicist,"['physicist', 'astrophysicist', 'university teacher']",36,"['spanish', 'scientist', 'mexican', 'researcher', 'argentine']",2.4542654,5.811681
Q20984922,Ilse Ipsen,German mathematician,['mathematician'],33,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",2.2754984,-9.700123
Q29109891,Mary Elliott Hill,chemist (1907-1969),['chemist'],13,"['chemist', 'german', 'swedish', 'american', 'polish']",7.68892,7.976599
Q16192889,Sigrid Quack,German social scientist,['sociologist'],33,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",6.580257,4.969852
Q56686058,Statue of Rachel Carson,statue of Rachel Carson,[],0,"['engineer', 'australian', 'activist', 'entrepreneur', 'researcher']",8.382766,3.743351
Q117772428,Janet Gilsdorf,scientist and writer,['physician'],15,"['scientist', 'science', 'australian', 'materials', 'indian']",5.842719,2.3445985
Q5127082,Clarita Carlos,Filipina political scientist and academic,['political psychologist'],23,"['scientist', 'political', 'politician', 'social', 'australian']",17.62669,10.473515
Q21506620,Helen Foot Buell,botanist and ecologist (1902-1995),"['ecologist', 'botanist', 'editor']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",5.307972,0.0035380379
Q16299902,Miia Kivipelto,Finnish neurologist,"['professor', 'neurologist']",8,"['neuroscientist', 'neurologist', 'researcher', 'neurobiologist', 'cognitive']",19.920826,6.6200056
Q24044857,Hilda Kincaid,(1886-1967) medical practitioner,"['general practitioner', 'teacher']",17,"['physician', 'medical', 'doctor', 'mycologist', 'pathologist']",9.425483,3.9785676
Q56558562,Melinda Duer,"chemist, biochemist","['chemist', 'professor', 'biochemist', 'academic']",53,"['biochemist', 'german', 'american', 'australian', 'english']",8.119251,8.087544
Q120488949,Marguerite Yon,French archaeologist and Assyriologist,"['researcher', 'archaeologist']",45,"['archaeologist', 'historian', 'classical', 'french', 'german']",6.1528907,4.156783
Q96625459,Alanna Connors,astrophysicist,['astrophysicist'],27,"['astrophysicist', 'italian', 'australian', 'astronomer', 'french']",-2.0707645,5.170938
Q39052372,Anna Maria Marconi,fictional scientist appearing in comic books published by Marvel Comics,[],15,"['scientist', 'science', 'australian', 'materials', 'indian']",5.820301,2.4227166
Q42049907,Jessica Grahn,music neuroscientist,['researcher'],8,"['neuroscientist', 'neurologist', 'researcher', 'neurobiologist', 'cognitive']",21.773096,8.18529
Q21264732,Stéphanie P. Lacour,French neurotechnologist,"['neurotechnologist', 'university teacher', 'geomicrobiologist']",8,"['neuroscientist', 'neurologist', 'researcher', 'neurobiologist', 'cognitive']",10.045473,11.422729
Q24049147,Danielle N. Lee,biologist,"['zoologist', 'ecologist', 'mammalogist']",7,"['biologist', 'biostatistician', 'molecular', 'evolutionary', 'cell']",0.89019865,20.557642
Q94575673,Mary Graustein,mathematician and academic (1884-1972),"['mathematician', 'university teacher']",28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",10.238286,-0.715729
Q22808800,Anita Kurmann,Swiss endocrinologist and thyroid surgeon (1976-2015),"['endocrinologist', 'surgeon']",35,"['nutritionist', 'endocrinologist', 'scientist', 'researcher', 'nutritional']",14.087805,0.7443583
Q124616115,Brenda Swann Holmes,chemist,"['scientist', 'chemist']",30,"['chemist', 'researcher', 'inorganic', 'academic', 'chemistry']",-8.3504925,0.83828586
Q20831455,Eugenia Cheng,English mathematician and pianist,"['mathematician', 'pianist', 'teacher']",28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",10.469644,-0.6476221
Q6128616,Silvia Torres-Peimbert,Mexican astronomer,"['astrophysicist', 'astronomer', 'university teacher', 'physicist']",39,"['astronomer', 'french', 'german', 'canadian', 'american']",2.185978,5.989668
Q5363372,Elizabeth Povinelli,Professor of Anthropology and Gender Studies,"['journalist', 'university teacher', 'anthropologist']",2,"['anthropologist', 'cultural', 'academic', 'professor', 'social']",8.233599,4.4386587
Q116734298,Karen Carroll (pathologist),infectious disease pathologist and medical microbiologist,"['infectious disease physician', 'pathologist', 'medical microbiologist', 'physician-scientist', 'microbiologist', 'university teacher']",21,"['microbiologist', 'immunologist', 'researcher', 'bacteriologist', 'australian']",6.7259407,-7.9103546
Q81667773,Cassie Kozyrkov,"Russian, later data scientist","['computer scientist', 'data scientist', 'statistician']",46,"['russian', 'soviet', 'scientist', 'mathematician', 'ukrainian']",9.692234,6.6179047
Q43173237,Psyche Cattell,child psychologist,['psychologist'],1,"['psychologist', 'developmental', 'clinical', 'social', 'academic']",16.68855,3.4387586
Q56850022,Charmian O'Connor,New Zealand physical organic chemist,"['academic', 'chemist']",18,"['chemist', 'chemistry', 'professor', 'chinese', 'canadian']",7.8457956,0.80440724
Q28468953,Francine Laden,Professor of Environmental Epidemiology at the Harvard T.H. Chan School of Public Health,['researcher'],12,"['epidemiologist', 'cancer', 'physician', 'researcher', 'health']",11.56993,-0.91568357
Q6179303,Jenny Hempel,Danish botanist (1882-1975),"['botanist', 'science writer']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",5.877326,0.3833495
Q97362525,Bharati Shelat,Indian archaeologist,['archaeologist'],24,"['archaeologist', 'australian', 'academic', 'anthropologist', 'curator']",5.021603,3.8206024
Q41955191,Jewell Jeannette Glass,"mineralologist, geologist (1888-1966)","['mineralogist', 'geologist', 'scientific collector']",9,"['geologist', 'geophysicist', 'seismologist', 'australian', 'mineralogist']",2.0413253,10.26063
Q87493659,Susan J. Carroll,political scientist,"['writer', 'political scientist', 'academic']",23,"['scientist', 'political', 'politician', 'social', 'australian']",17.682331,10.408175
Q19631802,Nadia Pinardi,Italian oceanographer,"['oceanographer', 'researcher']",29,"['oceanographer', 'geographer', 'researcher', 'scientist', 'climate']",4.9895,-5.251777
Q125131591,Cynthia K. Thompson,neuroscientist,['neuroscientist'],8,"['neuroscientist', 'neurologist', 'researcher', 'neurobiologist', 'cognitive']",21.797106,8.209457
Q98733604,Nancy Conn,Scottish bacteriologist,['bacteriologist'],16,"['irish', 'scottish', 'scientist', 'physician', 'surgeon']",7.374694,-6.1133385
Q59258947,Sylvia Esterby,Canadian environmental statistician,['statistician'],20,"['canadian', 'scientist', 'researcher', 'biologist', 'physician']",12.107947,-2.3969443
Q5362840,Elizabeth Gilmer,New Zealand horticulturalist and activist (1880–1960),"['horticulturist', 'social worker']",6,"['new', 'zealand', 'academic', 'researcher', 'scientist']",7.362443,0.50167954
Q4116311,Sameera Moussa,Egyptian nuclear physicist (1917-1952),"['nuclear physicist', None, 'assistant professor', 'medical physicist']",58,"['physicist', 'nuclear', 'american', 'australian', 'theoretical']",12.165793,8.899417
Q26262898,Catherine Neill,physician,"['physician', 'cardiologist']",25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",-6.007579,9.35635
Q237867,Aglaonice,"ancient Greek astronomer, daughter of Hegetor",['astronomer'],39,"['astronomer', 'french', 'german', 'canadian', 'american']",-2.7435532,3.844457
Q11251532,Isabella Gordon,Scottish carcinologist (1901-1988),"['marine biologist', 'carcinologist', 'biologist', 'scientific collector']",16,"['irish', 'scottish', 'scientist', 'physician', 'surgeon']",8.963997,3.2205133
Q47113827,Chiara Giorio,"University Lecturer - Department of Chemistry, University of Cambridge",['researcher'],18,"['chemist', 'chemistry', 'professor', 'chinese', 'canadian']",8.751499,8.615049
Q15129438,Lúcia G. Lohmann,Brazilian botanist,"['botanist', 'botanical collector', 'scientific collector']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",4.9830546,-0.03672989
Q23888223,Ruth A. David,engineer,['engineer'],31,"['engineer', 'electrical', 'chemical', 'mechanical', 'biomedical']",-0.3627728,2.1531358
Q4749065,Amy Aiken,winemaker,"['horticulturist', 'winegrower']",0,"['engineer', 'australian', 'activist', 'entrepreneur', 'researcher']",-0.87347406,15.050669
Q21264854,Véronique Cortier,French mathematician and computer scientist,"['computer scientist', 'researcher']",11,"['french', 'mathematician', 'physicist', 'biologist', 'historian']",4.5126057,-10.464342
Q5999641,Marlene Wayar,Argentine travesti activist and social psychologist,"['writer', 'LGBTQ rights activist']",36,"['spanish', 'scientist', 'mexican', 'researcher', 'argentine']",2.7544575,5.797455
Q18353093,Elaine Oran,"aerospace engineer, computer scientist, physicist","['computer scientist', 'physicist']",14,"['engineer', 'astronaut', 'aerospace', 'nasa', 'scientist']",4.283118,5.3482156
Q16017826,Pamela Low,food scientist,['scientist'],35,"['nutritionist', 'endocrinologist', 'scientist', 'researcher', 'nutritional']",12.335926,6.705589
Q50414416,Margaret Partridge,electrical engineer,['electrical engineer'],31,"['engineer', 'electrical', 'chemical', 'mechanical', 'biomedical']",4.9583707,5.531229
Q47350782,Eileen Furlong,Molecular biologist,['biologist'],7,"['biologist', 'biostatistician', 'molecular', 'evolutionary', 'cell']",10.721596,9.504755
Q24890352,Inez M. Haring,"botanist, bryologist and plant collector (1875-1968)","['bryologist', 'botanist', 'botanical collector', 'scientific collector']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",5.9513597,0.41117913
Q64942409,Jessica Cardin,neuroscientist,"['researcher', 'neuroscientist']",8,"['neuroscientist', 'neurologist', 'researcher', 'neurobiologist', 'cognitive']",21.760832,8.177326
Q5364995,Ellen S. Berscheid,psychologist,"['psychologist', 'university teacher']",1,"['psychologist', 'developmental', 'clinical', 'social', 'academic']",25.649822,0.7244039
Q21393448,Helen Isobel Aston,"Australian botanist, botanical collector, ornithologist and editor (1934-2020)","['botanist', 'ornithologist', 'botanical collector', 'editor', 'scientific collector']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",6.5064015,-0.03894012
Q12892349,Kimberly Sellers,statistician,['statistician'],22,"['economist', 'statistician', 'sociologist', 'born', 'academic']",13.500419,-2.2542431
Q27460645,Frances Bradfield,aeronautical engineer,"['military flight engineer', 'engineer']",14,"['engineer', 'astronaut', 'aerospace', 'nasa', 'scientist']",4.308871,5.361781
Q122075873,Eugenia Etkina,Russian professor of science education,['science teacher'],46,"['russian', 'soviet', 'scientist', 'mathematician', 'ukrainian']",9.740216,6.669627
Q69541056,Ela Veresiu,Canadian-Romanian consumer sociologist,['scientist'],22,"['economist', 'statistician', 'sociologist', 'born', 'academic']",13.253138,5.2214446
Q106671,Erika Cremer,German chemist (1900-1996),"['chemist', 'physicist', 'university teacher']",13,"['chemist', 'german', 'swedish', 'american', 'polish']",8.435079,9.465593
Q5110438,Christiana Morgan,psychoanalyst,"['psychologist', 'psychotherapist']",47,"['psychologist', 'psychiatrist', 'psychoanalyst', 'born', 'german']",16.800203,4.4738383
Q59553947,Sara Irina Fabrikant,Swiss geographer and geographical information scientist,"['university teacher', 'geographer']",29,"['oceanographer', 'geographer', 'researcher', 'scientist', 'climate']",0.63517845,8.640938
Q30506242,Cassandra Extavour,Canadian geneticist,"['researcher', 'geneticist', 'opera singer']",34,"['geneticist', 'australian', 'researcher', 'canadian', 'molecular']",8.179669,2.078519
Q102001703,Hilde Fålun Strøm,"explorer, polar ambassador and citizen scientist","['polar explorer', 'researcher']",14,"['engineer', 'astronaut', 'aerospace', 'nasa', 'scientist']",5.0198812,-3.1424766
Q62284610,Ruth Nicholson,obstetrician and gynaecologist (1884-1963),"['physician', 'gynecologist', 'obstetrician']",48,"['pediatrician', 'pediatric', 'obstetrician', 'gynecologist', 'paediatrician']",11.013862,4.5694213
Q65921584,Nathalie Japkowicz,Canadian computer scientist,"['computer scientist', 'university teacher']",44,"['computer', 'scientist', 'american', 'programmer', 'researcher']",6.0933604,9.248643
Q46947147,Audeen W. Fentiman,"engineer,and academic","['engineer', 'academic', 'writer']",31,"['engineer', 'electrical', 'chemical', 'mechanical', 'biomedical']",4.966127,6.240417
Q7028517,Mary Schaps,Israeli mathematician and novelist,"['mathematician', 'novelist', 'university teacher', 'writer']",28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",6.216832,6.2730126
Q5400856,Estefania Aldaba-Lim,Filipina diplomat and psychologist,"['psychologist', 'diplomat']",47,"['psychologist', 'psychiatrist', 'psychoanalyst', 'born', 'german']",16.808413,4.882505
Q41570105,Wanda Díaz-Merced,astrophysicist,"['astrophysicist', 'lecturer']",27,"['astrophysicist', 'italian', 'australian', 'astronomer', 'french']",-2.0717483,5.169396
Q131098474,Lauren Kuby,politician and sustainability scientist,['politician'],23,"['scientist', 'political', 'politician', 'social', 'australian']",17.413795,10.3199835
Q50572492,Ling Long (mathematician),Chinese mathematician,"['mathematician', 'university teacher']",28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",12.071632,1.708113
Q61312749,Marianne Nyegaard,Danish marine biologist,['marine biologist'],56,"['marine', 'biologist', 'ecologist', 'scientist', 'australian']",7.2813816,6.5067434
Q106823812,Johanna Meijer,Dutch chronobiologist,['biologist'],19,"['polish', 'scientist', 'swedish', 'born', 'politician']",6.8827505,4.196451
Q58950265,Anna David (academic),obstetrician and specialist in maternal fetal medicine,"['researcher', 'obstetrician']",48,"['pediatrician', 'pediatric', 'obstetrician', 'gynecologist', 'paediatrician']",11.038878,4.5566773
Q115625347,Tracey Revenson,health psychologist,['psychologist'],1,"['psychologist', 'developmental', 'clinical', 'social', 'academic']",18.547152,3.2561667
Q105963095,Dima Jamali,Lebanese academic,"['academic', 'politician']",49,"['university', 'academic', 'educator', 'teacher', 'professor']",7.066786,5.947352
Q6451683,Nicole Berline,French mathematician,"['mathematician', 'university teacher']",11,"['french', 'mathematician', 'physicist', 'biologist', 'historian']",4.5063386,-10.472968
Q66360144,Effa Muhse,biologist,['biologist'],7,"['biologist', 'biostatistician', 'molecular', 'evolutionary', 'cell']",0.8917753,20.553469
Q7279464,Rachel and Stephen Kaplan,pair of research psychologists,['psychologist'],47,"['psychologist', 'psychiatrist', 'psychoanalyst', 'born', 'german']",17.287727,3.7361028
Q450269,Olga Ladyzhenskaya,Russian mathematician (1922–2004),"['mathematician', 'university teacher']",46,"['russian', 'soviet', 'scientist', 'mathematician', 'ukrainian']",12.500283,-0.12168609
Q1938520,Mirra Komarovsky,sociologist (1905-1999),"['sociologist', 'university teacher']",22,"['economist', 'statistician', 'sociologist', 'born', 'academic']",-0.542288,8.753531
Q15869319,Ada Prins,Dutch chemist (1879-1977),['chemist'],13,"['chemist', 'german', 'swedish', 'american', 'polish']",7.633295,7.836168
Q61161110,Smita Bhatia,Indian-born oncologist,['researcher'],52,"['physician', 'australian', 'american', 'medical', 'doctor']",12.597637,3.5136585
Q21791439,Marjorie Wilson,English geologist and petrologist,['petrologist'],9,"['geologist', 'geophysicist', 'seismologist', 'australian', 'mineralogist']",1.8446317,10.4737015
Q91249312,Cynthia Barnes-Boyd,nurse and educator,"['nurse', 'university teacher', 'academic administrator']",49,"['university', 'academic', 'educator', 'teacher', 'professor']",9.394202,2.689622
Q94444499,Eva G. T. Green,political scientist,['political scientist'],23,"['scientist', 'political', 'politician', 'social', 'australian']",17.690372,10.40687
Q19975200,Elsie Wilkins Sexton,English zoologist and biological illustrator (1868-1959),"['marine biologist', 'biological illustrator', 'scientific illustrator', 'zoologist']",4,"['zoologist', 'herpetologist', 'biologist', 'australian', 'scientist']",8.840142,13.902687
Q21252888,Alexandra Slawin,"Professor of Chemical Crystallography, University of St Andrews.","['researcher', 'chemist']",18,"['chemist', 'chemistry', 'professor', 'chinese', 'canadian']",8.030647,-1.6122297
Q29958071,'Mamphono Khaketla,Lesotho mathematician and senator,"['mathematician', 'university teacher', 'politician', 'minister']",55,"['african', 'south', 'scientist', 'ugandan', 'kenyan']",8.033268,0.789875
Q21264436,Murielle Bochud,public health physician,['researcher'],25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",10.530837,3.0128043
Q41037876,Laura Kaufman,chemist,['researcher'],30,"['chemist', 'researcher', 'inorganic', 'academic', 'chemistry']",-8.312001,0.88421416
Q94180462,Thushara Pillai,Indian astronomer,['astronomer'],39,"['astronomer', 'french', 'german', 'canadian', 'american']",-1.357394,3.7037337
Q56599020,Mary Lacity,Walton Professor and Director of the Blockchain Center of Excellence at the University of Arkansas Sam M. Walton College of Business,"['professor', 'researcher']",0,"['engineer', 'australian', 'activist', 'entrepreneur', 'researcher']",4.750352,8.192405
Q28873120,Susan Fereday (botanical artist),"born Australian algologist, botanical illustrator and artist (1815-1878)","['artist', 'botanical illustrator', 'scientific illustrator', 'botanist', 'botanical collector']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",6.5120893,-0.048967015
Q27767473,Annie Chambers Ketchum,"educator, lecturer, and writer (1824-1904)","['conferencier', 'naturalist', 'writer', 'teacher', 'botanist']",59,"['writer', 'author', 'librarian', 'activist', 'naturalist']",7.1041913,3.6458015
Q56822674,Lucy Langdon Wilson,U.S. educator (1864-1937),['head teacher'],49,"['university', 'academic', 'educator', 'teacher', 'professor']",7.168895,3.6767375
Q42008154,Jean Ginsburg,English physician and physiologist,"['endocrinologist', 'physiologist', 'physician']",25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",10.183408,3.76074
Q21074913,Tatiana Toro,Colombian mathematician,"['mathematician', 'university teacher', 'academic']",28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",2.3305006,7.4545083
Q51023196,Gillian Whalley,New Zealand medical researcher,['researcher'],6,"['new', 'zealand', 'academic', 'researcher', 'scientist']",8.229995,1.1148443
Q54965512,Patricia L. Clark,biophysicist,"['researcher', 'biophysicist']",7,"['biologist', 'biostatistician', 'molecular', 'evolutionary', 'cell']",11.424404,10.789061
Q106036421,Constance Brinckerhoff,microbiologist,['microbiologist'],21,"['microbiologist', 'immunologist', 'researcher', 'bacteriologist', 'australian']",6.6440797,-8.221275
Q21264647,Sheila Rowan (physicist),"Professor of Physics and Astronomy at the University of Glasgow in Scotland, and director of its Institute for Gravitational Research since 2009",['physicist'],58,"['physicist', 'nuclear', 'american', 'australian', 'theoretical']",-1.6783999,4.4423146
Q1895581,Maria-Pia Geppert,German mathematician (1907-1997),"['mathematician', 'university teacher', 'statistician']",33,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",2.401911,-9.576532
Q21664670,Désirée Le Beau,Austro-Hungarian-American industrial chemist and inventor,"['chemist', 'inventor']",13,"['chemist', 'german', 'swedish', 'american', 'polish']",8.514682,6.980569
Q15407133,Denise Albe-Fessard,French neuroscientist (1916-2003),['neuroscientist'],8,"['neuroscientist', 'neurologist', 'researcher', 'neurobiologist', 'cognitive']",19.525434,6.731221
Q30323450,Jan H. Landsberg,"biologist, researcher and author (born 1954)",['biologist'],41,"['biologist', 'molecular', 'cell', 'professor', 'researcher']",10.054535,8.559149
Q4765547,Anita Inder Singh,political scientist,"['political scientist', 'businessperson']",23,"['scientist', 'political', 'politician', 'social', 'australian']",17.699652,10.401506
Q94701709,Colleen A. Kraft,pediatrician,['pediatrician'],48,"['pediatrician', 'pediatric', 'obstetrician', 'gynecologist', 'paediatrician']",3.099409,12.920554
Q21341163,Grace E. Howard,lichenologist (1886-1978),"['lichenologist', 'botanist']",40,"['entomologist', 'ornithologist', 'climatologist', 'australian', 'ecologist']",15.729279,-2.9748416
Q22005633,Jeanne Sinkford,dentist and educator,"['dentist', 'prosthodontist']",49,"['university', 'academic', 'educator', 'teacher', 'professor']",9.577562,3.2378542
Q11752,Mary Kenneth Keller,"first woman to receive a PhD in computer science (1913-1985); simultaneously with Irving Tang first to receive PhD in computer science, nun","['computer scientist', 'university teacher', 'religious sister', 'mathematician']",49,"['university', 'academic', 'educator', 'teacher', 'professor']",6.0602784,9.226775
Q17308816,Hildred Blewett,Canadian physicist,['physicist'],20,"['canadian', 'scientist', 'researcher', 'biologist', 'physician']",12.589418,8.434749
Q56426281,Lisa Collins (agronomist),agronomist,"['agronomist', 'university teacher']",0,"['engineer', 'australian', 'activist', 'entrepreneur', 'researcher']",6.4330983,5.9643164
Q41720918,Rebecca Shipley,mathematician and professor,['mathematician'],28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",4.514547,8.376938
Q28037291,Heide Gluesing-Luerssen,German mathematician,['mathematician'],33,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",2.2751079,-9.700732
Q21338587,Annette Braun,entomologist,"['entomologist', 'lepidopterist', 'scientific collector']",40,"['entomologist', 'ornithologist', 'climatologist', 'australian', 'ecologist']",1.3750509,-4.273852
Q8565319,Fran Balkwill,scientist and author children's books about scientific topics,"['writer', 'science communicator', 'researcher']",15,"['scientist', 'science', 'australian', 'materials', 'indian']",5.831791,2.3579872
Q56879503,Carina Curto,mathematician,['mathematician'],28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",20.866123,-5.962262
Q54869848,Polly Higgins,"Scottish barrister, advocate and expert in ecocide","['environmentalist', 'barrister', 'writer']",16,"['irish', 'scottish', 'scientist', 'physician', 'surgeon']",8.269277,2.7791383
Q18817338,Noriko H. Arai,Japanese mathematician,"['mathematician', 'computer scientist', 'artificial intelligence researcher']",28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",12.076909,1.7044482
Q81863200,Elisabeth Jean Wood,political scientist,"['political scientist', 'academic']",23,"['scientist', 'political', 'politician', 'social', 'australian']",17.695,10.406098
Q84369965,Edith Mitchell,oncologist and USAF officer,['editor'],52,"['physician', 'australian', 'american', 'medical', 'doctor']",12.970794,3.559049
Q43403815,Ethel de Fraine,botanist (1879-1918),['botanist'],10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",5.287481,0.0026532088
Q16750706,Sophia Eckerson,botanist (1866-1954),['botanist'],10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",5.2970457,0.032037903
Q57515844,Karen Holtzblatt,computer scientist,['computer scientist'],44,"['computer', 'scientist', 'american', 'programmer', 'researcher']",5.1500716,14.179131
Q63431955,Janet Lever,sociologist,"['writer', 'sociologist', 'university teacher']",22,"['economist', 'statistician', 'sociologist', 'born', 'academic']",-0.8094156,8.844506
Q71229673,Swietenia Puspa Lestari,Indonesian diver and environmentalist,"['diver', 'environmentalist']",55,"['african', 'south', 'scientist', 'ugandan', 'kenyan']",4.925473,4.006472
Q18576684,Margaret Fishenden,"Fishenden [née White], Margaret (1889–1977), industrial researcher","['meteorologist', 'scientist', 'industrialist']",0,"['engineer', 'australian', 'activist', 'entrepreneur', 'researcher']",4.3740964,2.2414284
Q112939609,Bongshin Lee,researcher,['researcher'],5,"['researcher', 'scientist', 'university', 'academic', 'ai']",9.221021,22.110167
Q24689592,Odile Macchi,French physicist and mathematician,"['physicist', 'mathematician']",11,"['french', 'mathematician', 'physicist', 'biologist', 'historian']",5.063487,-10.392195
Q1741562,Kim Plofker,historian of mathematics,"['mathematician', 'historian of mathematics']",28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",10.277589,-0.686048
Q29034450,Harriet Lange Rheingold,psychologist (1908–2000),['psychologist'],47,"['psychologist', 'psychiatrist', 'psychoanalyst', 'born', 'german']",17.11651,4.244053
Q22005669,Karen C. Johnson,physician,['scientist'],25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",-6.0173726,9.341971
Q53059518,Helena Teede,Australian endocrinologist,['endocrinologist'],35,"['nutritionist', 'endocrinologist', 'scientist', 'researcher', 'nutritional']",14.098156,0.72568107
Q18528256,Frida Leakey,first wife of Louis Leakey,['teacher'],0,"['engineer', 'australian', 'activist', 'entrepreneur', 'researcher']",7.107133,5.5199766
