QID,PageTitle,description,occupation_labels,cluster,topClusterWords,umap_x,umap_y
Q75719150,Xie Chen,Chinese physicist,"['physicist', 'theoretical physicist']",58,"['physicist', 'nuclear', 'american', 'australian', 'theoretical']",12.0331955,1.7461879
Q16876001,Laura Greene (physicist),physics professor,['physicist'],57,"['professor', 'engineering', 'university', 'chemistry', 'biology']",5.2055187,8.501162
Q18684694,Isabel Behncke,Chilean primatologist,"['primatologist', 'ethologist']",36,"['spanish', 'scientist', 'mexican', 'researcher', 'argentine']",13.505184,5.659995
Q96207252,Deborah Feltz,kinesiologist,"['kinesiologist', 'university teacher', 'physiotherapist', 'psychologist']",25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",10.320078,3.1257143
Q99472156,Linda King (virologist),virologist,[],25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",11.463921,17.584982
Q47437875,Vassya Bankova,Bulgarian chemist,['chemist'],13,"['chemist', 'german', 'swedish', 'american', 'polish']",9.168263,7.0137587
Q21664249,Esther Byrnes,zoologist,"['marine biologist', 'carcinologist', 'biologist', 'zoologist']",4,"['zoologist', 'herpetologist', 'biologist', 'australian', 'scientist']",8.988873,14.443294
Q17517091,Alice Gorman,Australian scientist,"['archaeologist', 'researcher']",15,"['scientist', 'science', 'australian', 'materials', 'indian']",8.541402,-0.2860038
Q47035425,Julie K. Stein,archaeologist,['archaeologist'],24,"['archaeologist', 'australian', 'academic', 'anthropologist', 'curator']",12.2492075,-4.00107
Q37732161,Anne Cobbe,mathematician (1920-1971),['mathematician'],28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",10.245368,-0.7192248
Q15994650,Elizabeth Morris (glaciologist),physicist,"['glaciologist', 'physicist']",3,"['physicist', 'physics', 'researcher', 'particle', 'scientist']",-1.272086,11.301496
Q62109787,Sheryl van Nunen,Australian allergy researcher and immunologist,"['immunologist', 'researcher']",21,"['microbiologist', 'immunologist', 'researcher', 'bacteriologist', 'australian']",9.126176,0.7579497
Q30880491,Dinara Uzbekova,Russian pharmacologist (1933-2020),"['historian', 'biographer', 'pharmacologist']",46,"['russian', 'soviet', 'scientist', 'mathematician', 'ukrainian']",9.662217,6.749691
Q51807098,Jelena Kovačević,Serbian engineering professor,"['academic', 'astronomer']",57,"['professor', 'engineering', 'university', 'chemistry', 'biology']",8.849581,6.5960164
Q17402534,Davida Teller,psychologist,['psychologist'],1,"['psychologist', 'developmental', 'clinical', 'social', 'academic']",25.559677,0.6378233
Q56524734,Silvia Frisia,geologist,['geologist'],9,"['geologist', 'geophysicist', 'seismologist', 'australian', 'mineralogist']",1.3005279,10.865621
Q76183217,Janette Sherman,physician,['physician'],25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",-6.020288,9.349925
Q18683983,Elizabeth S. Allman,mathematician,['mathematician'],28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",20.817781,-5.992307
Q1411447,Margaret Lowenfeld,psychologist (1890–1973),"['psychiatrist', 'psychologist', 'psychotherapist']",47,"['psychologist', 'psychiatrist', 'psychoanalyst', 'born', 'german']",17.12482,4.2470903
Q28317098,Laurence Zitvogel,French physician,"['oncologist', 'immunologist', 'university teacher']",11,"['french', 'mathematician', 'physicist', 'biologist', 'historian']",9.159459,4.155463
Q43400582,Sybil Cooper,physiologist,['physiologist'],25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",-3.363587,-0.6179139
Q11428,Jean Bartik,ENIAC computer programmer (1924–2011),"['programmer', 'mathematician', 'computer scientist', 'technical writer']",44,"['computer', 'scientist', 'american', 'programmer', 'researcher']",5.1758165,13.05615
Q16750975,Vera Charles,mycologist (1877-1954),"['mycologist', 'botanist', 'botanical collector']",17,"['physician', 'medical', 'doctor', 'mycologist', 'pathologist']",8.984734,2.0324404
Q27670653,Renee Reijo Pera,Stem cell biologist,"['vice president', 'professor', 'biochemist']",41,"['biologist', 'molecular', 'cell', 'professor', 'researcher']",11.563661,7.826798
Q78170630,Susan Hagness,Electrical and Computer Engineer,['engineer'],31,"['engineer', 'electrical', 'chemical', 'mechanical', 'biomedical']",4.841948,6.5997744
Q4795190,F. Gwendolen Rees,Welsh zoologist and parasitologist (1906-1994),['zoologist'],4,"['zoologist', 'herpetologist', 'biologist', 'australian', 'scientist']",8.796701,13.767609
Q5415147,Eva Philbin,Irish chemist,['chemist'],18,"['chemist', 'chemistry', 'professor', 'chinese', 'canadian']",2.694425,1.3762989
Q28862271,Nataša Jonoska,Macedonian mathematician and computer scientist,"['mathematician', 'computer scientist', 'university teacher']",28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",5.839897,10.09785
Q14282,Margherita Hack,Italian astrophysicist and popular science writer (1922-2013),"['astrophysicist', 'astronomer', 'non-fiction writer', 'researcher', 'university teacher', 'science communicator', 'athletics competitor', 'secularist']",51,"['italian', 'mathematician', 'physicist', 'scientist', 'american']",13.1418295,0.90330243
Q33102818,Marie-Lise Chanin,French physicist,"['physicist', 'meteorologist', 'geophysicist', 'researcher']",11,"['french', 'mathematician', 'physicist', 'biologist', 'historian']",5.9030476,-10.451796
Q5638795,Genoveva Dawson,Argentinian botanist (1918-2012),"['botanist', 'researcher', 'botanical collector', 'scientific collector']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",2.8198564,5.4323726
Q27449968,Dee Ann Story,archaeologist,['archaeologist'],24,"['archaeologist', 'australian', 'academic', 'anthropologist', 'curator']",-1.8492166,12.904058
Q126950004,Mutale Nkonde,Zambian journalist and artificial intelligence policy researcher,"['journalist', 'artificial intelligence researcher']",55,"['african', 'south', 'scientist', 'ugandan', 'kenyan']",5.582978,10.7070055
Q92837530,Michal Rosen-Zvi,Israeli artificial intelligence academic,['researcher'],0,"['engineer', 'australian', 'activist', 'entrepreneur', 'researcher']",6.1332,6.34479
Q104021508,Cheryl Jones (paediatrician),paediatrician and researcher,['pediatrician'],48,"['pediatrician', 'pediatric', 'obstetrician', 'gynecologist', 'paediatrician']",9.61765,1.4586899
Q5367580,Elsie Elizabeth Esterhuysen,South African botanist (1912-2006),"['botanist', 'botanical collector', 'scientific collector']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",4.663155,-1.3735459
Q75277954,Grażyna Cichosz,Polish food scientist,"['researcher', 'food scientist', 'food technologist']",19,"['polish', 'scientist', 'swedish', 'born', 'politician']",8.810904,6.38149
Q17411704,Yaumil Agoes Achir,Indonesian academics,['scientist'],49,"['university', 'academic', 'educator', 'teacher', 'professor']",7.3543577,3.8792963
Q500677,Thekla Resvoll,Norwegian botanist (1871-1948),"['biologist', 'botanist', 'ecologist', 'explorer', 'suffragist', 'scientific collector']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",5.881087,0.4070003
Q20180732,Sara Jane Rhoads,chemist (1920-1993),['chemist'],13,"['chemist', 'german', 'swedish', 'american', 'polish']",7.691016,7.983397
Q520992,Susan Lindquist,geneticist (1949-2016),"['biologist', 'geneticist', 'molecular biologist', 'university teacher']",34,"['geneticist', 'australian', 'researcher', 'canadian', 'molecular']",14.809058,1.3111589
Q60214717,Monika Mościbrodzka,Polish astrophysicist,['astronomer'],27,"['astrophysicist', 'italian', 'australian', 'astronomer', 'french']",-1.0061545,4.8413405
Q16105897,Christine Darden,"African-American mathematician, aerospace engineer","['military flight engineer', 'mathematician']",28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",3.6731212,8.707135
Q27836103,Catherine J. Personius,food scientist,['scientist'],35,"['nutritionist', 'endocrinologist', 'scientist', 'researcher', 'nutritional']",12.331772,6.711059
Q19832395,Alette Coble-Temple,Professor of clinical psychology,"['psychologist', 'university teacher']",47,"['psychologist', 'psychiatrist', 'psychoanalyst', 'born', 'german']",18.233425,4.8521166
Q50380304,Helen Hall Jennings,psychologist,"['psychologist', 'sociologist']",1,"['psychologist', 'developmental', 'clinical', 'social', 'academic']",25.555853,0.65422255
Q15146780,Gaiti Hasan,Indian scientist,['biologist'],15,"['scientist', 'science', 'australian', 'materials', 'indian']",10.872954,1.3977576
Q96813313,Gabriella Bosco,Italian engineer (1973-),"['engineer', 'university teacher']",51,"['italian', 'mathematician', 'physicist', 'scientist', 'american']",4.5300126,5.6439695
Q104528670,Willie W. Smith,physiologist,"['physiologist', 'medical researcher']",25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",-3.3641245,-0.618102
Q134591659,Diane K. Boyd,wildlife biologist,"['scientist', 'biologist']",4,"['zoologist', 'herpetologist', 'biologist', 'australian', 'scientist']",3.9080572,1.1047543
Q87409724,Mariana Matus,Mexican biologist,[],36,"['spanish', 'scientist', 'mexican', 'researcher', 'argentine']",2.7327251,6.4904447
Q17425279,Dora Lush,Australian bacteriologist,['bacteriologist'],21,"['microbiologist', 'immunologist', 'researcher', 'bacteriologist', 'australian']",7.342829,-6.18529
Q21264244,Laura Robinson (scientist),geochemist and professor,['researcher'],57,"['professor', 'engineering', 'university', 'chemistry', 'biology']",2.5487018,9.934782
Q55113920,Julia Schnabel,computer imaging researcher,['researcher'],44,"['computer', 'scientist', 'american', 'programmer', 'researcher']",5.149434,14.162797
Q55266822,Klara Valko,researcher,['researcher'],5,"['researcher', 'scientist', 'university', 'academic', 'ai']",9.258803,22.041595
Q42544959,Anita Bahn,epidemiologist,"['statistician', 'epidemiologist']",12,"['epidemiologist', 'cancer', 'physician', 'researcher', 'health']",11.626258,-1.5219972
Q15095244,Sibyl M. Rock,pioneer in mass spectrometry and computing,['computer scientist'],18,"['chemist', 'chemistry', 'professor', 'chinese', 'canadian']",7.4738765,7.588584
Q21264119,Kate Storey,developmental biologist,['scientist'],7,"['biologist', 'biostatistician', 'molecular', 'evolutionary', 'cell']",13.874657,2.3975577
Q89700611,Kelsi Singer,planetary scientist,['planetary scientist'],15,"['scientist', 'science', 'australian', 'materials', 'indian']",12.975115,15.9577465
Q100728676,Al Jawhara bint Fahd Al Saud,"Saudi royal, an academic and a member of the Consultative Assembly of Saudi Arabia",[],49,"['university', 'academic', 'educator', 'teacher', 'professor']",7.06836,5.7568355
Q60607728,Lynn DeLisi,psychiatrist,"['teacher', 'editor', 'psychiatrist', 'geneticist']",47,"['psychologist', 'psychiatrist', 'psychoanalyst', 'born', 'german']",1.5432339,17.746956
Q28477851,Hazel Gaudet-Erskine,social and communications scientist (1908-1975),"['communication scholar', 'politician']",49,"['university', 'academic', 'educator', 'teacher', 'professor']",7.4429226,3.0804398
Q9155513,Anna N. Żytkow,Polish astrophysicist,"['astronomer', 'astrophysicist']",27,"['astrophysicist', 'italian', 'australian', 'astronomer', 'french']",-1.0057063,4.8321314
Q62712792,Natalia Aleksandrovna Filippova,USSR-Russian acarologist,"['scientist', 'acarologist']",46,"['russian', 'soviet', 'scientist', 'mathematician', 'ukrainian']",9.771209,6.4453807
Q84976776,Sinéad M. Ryan,Irish theoretical physicist,"['physicist', 'theoretical physicist']",58,"['physicist', 'nuclear', 'american', 'australian', 'theoretical']",7.979552,2.516407
Q4795172,Iris M. Ovshinsky,businesswoman and scientist (1927-2006),['biologist'],0,"['engineer', 'australian', 'activist', 'entrepreneur', 'researcher']",5.3074403,7.0152144
Q63663850,Adriana Moreo,Argentine-American physicist,"['physicist', 'researcher']",58,"['physicist', 'nuclear', 'american', 'australian', 'theoretical']",2.4659443,5.8112082
Q56809018,Elena Long,Physicist,['physicist'],3,"['physicist', 'physics', 'researcher', 'particle', 'scientist']",-4.5178685,18.812565
Q12192635,Josephine Silone Yates,chemist,"['chemist', 'teacher', 'university teacher', 'suffragist', 'journalist']",30,"['chemist', 'researcher', 'inorganic', 'academic', 'chemistry']",-8.32349,0.87569994
Q104745086,Ursel Bangert,German physicist and researcher,['physicist'],33,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",8.589965,9.992776
Q59622064,Alice Spigelman,"Australian clinical psychologist, writer and human rights advocate","['psychologist', 'biographer']",47,"['psychologist', 'psychiatrist', 'psychoanalyst', 'born', 'german']",16.840733,3.8756304
Q92730854,Camilla Dickson,archaeologist (1932-1998),['archaeologist'],45,"['archaeologist', 'historian', 'classical', 'french', 'german']",5.115717,3.5705907
Q43114961,Alison Marsden,bioengineer,"['university teacher', 'academic']",53,"['biochemist', 'german', 'american', 'australian', 'english']",-0.28979832,-1.1585845
Q25190282,Catherine King (scientist),Australian ecotoxicologist,['ecologist'],37,"['ecologist', 'environmental', 'scientist', 'australian', 'researcher']",3.7999334,1.1527172
Q47289503,Wendy Mackay,Computer Scientist,['computer scientist'],44,"['computer', 'scientist', 'american', 'programmer', 'researcher']",5.1458716,14.18481
Q6205738,Joann Kealiinohomoku,anthropologist,['anthropologist'],2,"['anthropologist', 'cultural', 'academic', 'professor', 'social']",9.256112,-11.5567045
Q6377129,Kathryn Stephenson,physician,"['physician', 'surgeon']",25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",-6.0230255,9.341756
Q59676433,Nadia Lapusta,professor of mechanical engineering and geophysics,['researcher'],57,"['professor', 'engineering', 'university', 'chemistry', 'biology']",4.9859767,8.372598
Q20914080,Virpi Lummaa,Finnish evolutionary biologist,"['biologist', 'researcher']",41,"['biologist', 'molecular', 'cell', 'professor', 'researcher']",8.141003,6.596407
Q63442027,Melissa K. Nelson,Indigenous scholar and activist,[],59,"['writer', 'author', 'librarian', 'activist', 'naturalist']",8.081769,3.5613341
Q42811966,Lauren Wise,epidemiologist,['epidemiologist'],12,"['epidemiologist', 'cancer', 'physician', 'researcher', 'health']",11.631298,-1.5110471
Q106418168,Judith Harrison,US physical chemist and tribologist,[],18,"['chemist', 'chemistry', 'professor', 'chinese', 'canadian']",7.4035397,8.175395
Q28471317,Carol Nagy Jacklin,psychologist & academic,"['psychologist', 'university teacher']",1,"['psychologist', 'developmental', 'clinical', 'social', 'academic']",17.497318,3.4689717
Q15039915,Hanna Risku,Finnish professor,"['professor', 'university teacher']",19,"['polish', 'scientist', 'swedish', 'born', 'politician']",8.174015,6.7036176
Q4989273,Christina Moberg,Swedish organic chemist,['professor'],13,"['chemist', 'german', 'swedish', 'american', 'polish']",7.7101803,7.194018
Q21610103,Beatrice M. Sweeney,plant physiologist and circadian rhythms researcher,"['biologist', 'plant physiologist']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",6.3743854,-0.7052166
Q30344529,Mariya Shcherbina,Ukrainian mathematician,['mathematician'],28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",9.490251,5.8414316
Q64038102,Margaret-Ann Armour,Scottish-Canadian chemist (1939-2019),['chemist'],13,"['chemist', 'german', 'swedish', 'american', 'polish']",-2.060735,-0.42917833
Q57313590,Chawne Kimber,African-American mathematician and quilter (b. 1971),['contemporary artist'],28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",3.672095,8.706924
Q16602160,Françoise Marguerite Janiçon,Swedish writer,"['author', 'opinionist']",19,"['polish', 'scientist', 'swedish', 'born', 'politician']",7.6260033,6.7427893
Q28137084,Julie Anne Legate,Canadian linguist,"['linguist', 'university teacher']",50,"['linguist', 'professor', 'linguistics', 'language', 'australian']",-2.539559,-7.8461537
Q37376725,Dale Sandler,epidemiologist,['epidemiologist'],12,"['epidemiologist', 'cancer', 'physician', 'researcher', 'health']",11.628819,-1.518271
Q4726264,Alicia Munnell,economist,['economist'],22,"['economist', 'statistician', 'sociologist', 'born', 'academic']",-6.4611473,6.3271213
Q436696,Pamela C. Rasmussen,ornithologist,"['ornithologist', 'zoologist', 'university teacher']",40,"['entomologist', 'ornithologist', 'climatologist', 'australian', 'ecologist']",4.221413,0.76578593
Q7911366,Valerie Yule,Australian clinical child psychologist (1929–2021),['child and adolescent psychotherapist'],47,"['psychologist', 'psychiatrist', 'psychoanalyst', 'born', 'german']",16.69008,3.4406118
Q29588939,Heike Brötz-Oesterhelt,German microbiologist,"['microbiologist', 'researcher']",21,"['microbiologist', 'immunologist', 'researcher', 'bacteriologist', 'australian']",6.690465,-8.126627
Q103588766,Sacha Dench,"Australian biologist, conservationist and adventurer","['conservationist', 'adventurer', 'biologist']",37,"['ecologist', 'environmental', 'scientist', 'australian', 'researcher']",7.986108,0.051200762
Q11630,Jane Hillston,computer scientist,"['computer scientist', 'engineer']",44,"['computer', 'scientist', 'american', 'programmer', 'researcher']",5.1543913,14.197831
Q27730337,Cathy Kessel,mathematician,['mathematician'],28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",20.861246,-5.972989
Q42304896,Irene Hess,statistician,['statistician'],22,"['economist', 'statistician', 'sociologist', 'born', 'academic']",13.488779,-2.2432709
Q55477572,Katerina Akassoglou,neuroscience researcher,['neuroimmunologist'],8,"['neuroscientist', 'neurologist', 'researcher', 'neurobiologist', 'cognitive']",20.12859,7.161741
Q88160407,Raffaella Buonsanti,Italian chemist and material scientist,"['researcher', 'chemist', 'materials scientist']",51,"['italian', 'mathematician', 'physicist', 'scientist', 'american']",9.041589,7.983199
Q4511472,Maria Petraccini,Italian anatomist and physician,"['physicist', 'physician', 'anatomist']",51,"['italian', 'mathematician', 'physicist', 'scientist', 'american']",9.977544,4.818658
Q15030216,Naomi Meara,"psychologist, researcher and academic.",['psychologist'],1,"['psychologist', 'developmental', 'clinical', 'social', 'academic']",17.301355,3.7381616
Q28748019,Fatima Shah,"Gyanconologist, social worker and educationist","['gynecologist', 'obstetrician', 'surgeon', 'social worker']",49,"['university', 'academic', 'educator', 'teacher', 'professor']",7.8853602,3.373302
Q27580690,Lili Bleeker,Dutch mathematician and natural scientist (1897-1985),"['mathematician', 'physicist', 'resistance fighter', 'instrument maker']",28,"['mathematician', 'american', 'mathematics', 'applied', 'canadian']",6.889802,4.31557
Q62030187,Anne Rudge,botanical illustrator (1761–1836),"['scientific illustrator', 'botanical illustrator']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",5.4362273,0.7867189
Q43723306,Hazel Sive,South-African-born Biologist & scholar,"['biologist', 'university teacher']",55,"['african', 'south', 'scientist', 'ugandan', 'kenyan']",7.623585,4.9680195
Q13220299,Lois Jotter,botanist (1914-1942),"['botanist', 'botanical collector', 'scientific collector']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",5.410131,-0.05857602
Q234583,Lynn Margulis,evolutionary biologist (1938–2011),"['university teacher', 'botanist', 'zoologist', 'ecologist', 'microbiologist', 'biologist', 'lecturer']",7,"['biologist', 'biostatistician', 'molecular', 'evolutionary', 'cell']",-0.66973835,-6.2323885
Q107377423,Dorothea M. Ross,canadian-American pediatric psychologist,['psychologist'],38,"['canadian', 'psychologist', 'american', 'developmental', 'clinical']",18.208782,1.1645327
Q21262807,Janet Hering,biochemist,"['environmental scientist', 'teacher', 'researcher']",53,"['biochemist', 'german', 'american', 'australian', 'english']",24.134533,6.4699616
Q28935891,Siobhán Vernon,first Irish-born woman to get a PhD in pure mathematics in Ireland,['mathematician'],16,"['irish', 'scottish', 'scientist', 'physician', 'surgeon']",7.855553,2.4668365
Q62007065,Erica Kuligowski,social research scientist,['social scientist'],23,"['scientist', 'political', 'politician', 'social', 'australian']",7.4525223,3.0501196
Q59392343,Judy Melinek,forensic pathologist and writer,"['forensic pathologist', 'writer']",59,"['writer', 'author', 'librarian', 'activist', 'naturalist']",15.744281,3.2005565
Q1398137,Fátima Ferreira,Austrian biochemist,"['biochemist', 'biologist', 'immunologist']",53,"['biochemist', 'german', 'american', 'australian', 'english']",10.559854,8.7915325
Q46218868,Miaofang Chi,researcher,['researcher'],5,"['researcher', 'scientist', 'university', 'academic', 'ai']",9.267298,22.099806
Q36593716,Joyce E. Longcore,U.S. mycologist,['mycologist'],25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",9.63897,2.090306
Q130214661,Diana Slaughter Kotzin,,"['academic', 'writer']",32,[],-10.783656,7.616057
Q52004886,Catherine Abbott,geneticist,['biologist'],34,"['geneticist', 'australian', 'researcher', 'canadian', 'molecular']",15.478477,0.9823056
Q21607280,Enid Lucy Robertson,Australian botanist (1925-2016),"['botanist', 'botanical collector', 'scientific collector']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",6.5233464,-0.043418754
Q89047191,Susan Shore,audiologist,['researcher'],25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",15.511745,13.48928
Q18412330,Helen K. Larson,Australian ichthyologist,['ichthyologist'],26,"['paleontologist', 'geologist', 'australian', 'palaeontologist', 'paleoclimatologist']",10.1943445,14.32845
Q61911504,Melanie Harrison Okoro,Marine estuarine and environmental scientist,['scientist'],56,"['marine', 'biologist', 'ecologist', 'scientist', 'australian']",3.3898904,1.6845932
Q58840273,Josephine Heffernan,Irish nurse,['nurse'],16,"['irish', 'scottish', 'scientist', 'physician', 'surgeon']",8.608548,2.621233
Q21391883,Noris Salazar Allen,Panamanian bryologist and lichenologist,"['lichenologist', 'botanist']",40,"['entomologist', 'ornithologist', 'climatologist', 'australian', 'ecologist']",15.7325945,-2.9761615
Q88249353,M. Laura Feltri,Italian neuroscientist,['neuroscientist'],8,"['neuroscientist', 'neurologist', 'researcher', 'neurobiologist', 'cognitive']",19.482153,6.7110815
Q28971510,Norma Graham,psychologist,['psychologist'],1,"['psychologist', 'developmental', 'clinical', 'social', 'academic']",25.514929,0.5982728
Q72219254,Chanita Hughes-Halbert,psychologist and medical researcher,"['psychologist', 'medical researcher', 'university teacher']",1,"['psychologist', 'developmental', 'clinical', 'social', 'academic']",17.301708,3.7357152
Q130214415,Mary Tebb,English physiologist (1868 – 1953),[],17,"['physician', 'medical', 'doctor', 'mycologist', 'pathologist']",9.888813,4.1511416
Q10289954,Gisèle Cossard,"French resistance fighter, anthropologist and religious leader","['resistance fighter', 'anthropologist', 'priestess', 'Mãe-de-santo']",11,"['french', 'mathematician', 'physicist', 'biologist', 'historian']",6.389545,4.0952744
Q2902710,Yvonne Brill,Canadian scientist (1924-2013),"['chemist', 'technician', 'inventor', 'engineer']",20,"['canadian', 'scientist', 'researcher', 'biologist', 'physician']",12.444249,5.301345
Q47818240,Stephani Hatch,sociologist,['researcher'],22,"['economist', 'statistician', 'sociologist', 'born', 'academic']",-0.81118625,8.845411
Q117007045,Sandra K. Masur,cell biologist,['cell biologist'],7,"['biologist', 'biostatistician', 'molecular', 'evolutionary', 'cell']",11.562007,7.9590316
Q93092860,Debra Bogen,pediatrician and public health official,"['pediatrician', 'physician-scientist', 'public health physician']",48,"['pediatrician', 'pediatric', 'obstetrician', 'gynecologist', 'paediatrician']",3.1078565,12.912008
Q61948480,Edith M. Bairdain,psychologist (1922-2015),['psychologist'],47,"['psychologist', 'psychiatrist', 'psychoanalyst', 'born', 'german']",17.12228,4.2552967
Q5831519,Emma Trosse,German sexologist and poet,"['poet', 'sexologist', 'medical researcher', 'writer']",33,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",9.822154,9.419858
Q55246024,Lina Nilsson (scientist),biologist,['biologist'],7,"['biologist', 'biostatistician', 'molecular', 'evolutionary', 'cell']",0.8924119,20.55065
Q63662841,Elly Nedivi,neuroscientist,['neuroscientist'],8,"['neuroscientist', 'neurologist', 'researcher', 'neurobiologist', 'cognitive']",21.773417,8.179231
Q63663376,Susan G. Conard,scientist and wildfire researcher,['ecologist'],15,"['scientist', 'science', 'australian', 'materials', 'indian']",1.5955899,3.4874384
Q7458080,Sevim Tekeli,Turkish history of science professor (1924–2019),['historian'],19,"['polish', 'scientist', 'swedish', 'born', 'politician']",9.341662,5.9065604
Q64027603,Rosalind Cartwright,"neuroscientist, sleep researcher",['neuroscientist'],8,"['neuroscientist', 'neurologist', 'researcher', 'neurobiologist', 'cognitive']",20.209951,7.125505
Q26155750,Ada Finifter,political scientist,"['political scientist', 'university teacher', 'writer', 'academic']",23,"['scientist', 'political', 'politician', 'social', 'australian']",17.69413,10.404972
Q28741544,Pat Caplan,anthropologist and academic,['anthropologist'],2,"['anthropologist', 'cultural', 'academic', 'professor', 'social']",9.348007,-11.207752
Q6153626,Janet Thornton,bioinformatician and academic,['bioinformatician'],41,"['biologist', 'molecular', 'cell', 'professor', 'researcher']",10.915788,6.800599
Q23701719,Linda Laura Sabbadini,Italian social statistician,['statistician'],51,"['italian', 'mathematician', 'physicist', 'scientist', 'american']",13.581519,-2.087159
Q27734990,Diane Gifford-Gonzalez,archaeologist,"['archaeologist', 'university teacher']",24,"['archaeologist', 'australian', 'academic', 'anthropologist', 'curator']",-1.8473907,12.902056
Q59218495,Asha Bowen,researcher ORCID ID = 0000-0002-3242-1155,['researcher'],54,"['0000', 'orcid', 'researcher', 'id', '0002']",-3.0892735,-4.86748
Q52295186,Ellen Harding Baker,astronomer and teacher,"['astronomer', 'teacher', 'quiltmaker']",39,"['astronomer', 'french', 'german', 'canadian', 'american']",-1.7701527,4.350542
Q98736555,Zakya Kafafi,Egyptian scientist who is Professor of Electrical Engineering at Lehigh University,['scientist'],31,"['engineer', 'electrical', 'chemical', 'mechanical', 'biomedical']",5.5043445,5.593781
Q433201,Rose Friedman,economist (1910–2009),"['economist', 'writer']",22,"['economist', 'statistician', 'sociologist', 'born', 'academic']",-5.8829575,6.4926343
Q56598649,Alison Cronin,primatologist,['primatologist'],40,"['entomologist', 'ornithologist', 'climatologist', 'australian', 'ecologist']",13.505834,5.660392
Q4858815,Barbara Clayton,pathologist,"['pathologist', 'physician']",25,"['physician', 'medical', 'surgeon', 'virologist', 'oncologist']",18.532627,11.873748
Q7608359,Stephanie Pace Marshall,educator,['teacher'],49,"['university', 'academic', 'educator', 'teacher', 'professor']",8.582252,3.4211087
Q59152200,Róisín Urquhart,Scottish socialist (born 1994),"['politician', 'climate activist']",16,"['irish', 'scottish', 'scientist', 'physician', 'surgeon']",8.409571,2.8388593
Q47541944,Anne Phillips (geologist),English geologist,"['geologist', 'scientific illustrator']",9,"['geologist', 'geophysicist', 'seismologist', 'australian', 'mineralogist']",1.7047627,10.548488
Q104211634,Maheshi Ramasamy,british-Sri Lankan scientist and professor,"['academic', 'physician', 'scientist']",19,"['polish', 'scientist', 'swedish', 'born', 'politician']",6.7185326,11.133717
Q38324108,Julie Forman-Kay,Canadian scientist,['researcher'],20,"['canadian', 'scientist', 'researcher', 'biologist', 'physician']",12.445727,5.2988234
Q68707674,Blanche Capel,researcher,['geneticist'],5,"['researcher', 'scientist', 'university', 'academic', 'ai']",9.3404875,22.058899
Q22084556,Lore Zech,German geneticist and cytogenetics researcher,['geneticist'],34,"['geneticist', 'australian', 'researcher', 'canadian', 'molecular']",14.687354,1.2873775
Q56073433,Barbara Cohn,epidemiologist,['epidemiologist'],12,"['epidemiologist', 'cancer', 'physician', 'researcher', 'health']",11.631349,-1.5049945
Q15685593,Grada Kilomba,"Portuguese university teacher, psychologist and artist (born 1968)","['university teacher', 'psychologist', 'writer']",47,"['psychologist', 'psychiatrist', 'psychoanalyst', 'born', 'german']",16.699188,4.646802
Q22112442,Canna Maria Louise Popta,Dutch biologist (1860–1929),"['ichthyologist', 'zoologist', 'mycologist', 'curator', 'biologist']",10,"['botanist', 'botanical', 'collector', 'plant', 'australian']",6.89203,4.266096
Q104190109,Marie Louise Compernolle,first woman Flemish chemical engineer,"['engineer', 'chemical engineer']",18,"['chemist', 'chemistry', 'professor', 'chinese', 'canadian']",5.056389,5.8963137
Q92847075,Jung-Min Lee,South Korean-American medical oncologist and physician-scientist,"['oncologist', 'physician-scientist', 'cancer researcher']",52,"['physician', 'australian', 'american', 'medical', 'doctor']",12.958045,3.5606654
Q110892256,Neda Maghbouleh,American-born Canadian sociologist,"['sociologist', 'author', 'chairperson', 'university teacher']",20,"['canadian', 'scientist', 'researcher', 'biologist', 'physician']",13.232005,5.2243176
Q106950851,Nina Bencich Woodside,physician (1931-1997),"['physician', 'psychiatrist']",17,"['physician', 'medical', 'doctor', 'mycologist', 'pathologist']",9.427126,3.9648378
