QID,PageTitle,description,occupation_labels,cluster,topClusterWords,umap_x,umap_y
Q63869745,Dora E. Angelaki,Neuroscientist,"['neuroscientist', 'researcher', 'editor-in-chief']",1,"['neuroscientist', 'american', 'cognitive', 'researcher', 'canadian']",11.2013235,-9.571758
Q114785350,Shimrit Perkol-Finkel,Israeli marine biologist,['marine biologist'],40,"['marine', 'american', 'biologist', 'oceanographer', 'ecologist']",12.052193,5.1874523
Q136455422,Alison Morrison-Shetlar,Scottish academic administrator and marine molecular biologist,"['university president', 'marine biologist', 'molecular biologist']",40,"['marine', 'american', 'biologist', 'oceanographer', 'ecologist']",16.375566,-0.2813291
Q45850809,Elizabeth Percival,British research chemist,['chemist'],46,"['chemist', 'german', 'british', 'american', 'professor']",5.0651546,12.059056
Q124032857,Renée Shellhaas,American pediatric neurologist and professor,[],53,"['american', 'pediatrician', 'pediatric', 'paediatrician', 'physician']",8.954302,-2.2670143
Q88258296,Genoveffa Franchini,Italian-American hematologist and retrovirologist,['researcher'],61,"['american', 'physiologist', 'pathologist', 'cardiologist', 'endocrinologist']",6.566193,4.2835937
Q5372990,Emma Whitelaw,Australian molecular biologist,"['molecular biologist', 'biologist']",13,"['australian', 'scientist', 'biologist', 'physicist', 'archaeologist']",5.9352193,2.3669875
Q48977925,Gwen Pearson,Science writer,['entomologist'],37,"['scientist', 'science', 'researcher', 'american', 'meteorologist']",12.90014,7.9650874
Q108760894,Jo-Anne Sewlal,Trinidad and Tobago arachnologist,"['scientist', 'zoologist', 'arachnologist', 'academic']",59,"['american', 'ophthalmologist', 'dermatologist', 'gerontologist', 'arachnologist']",11.191571,-1.9257363
Q1165134,Maria Grzegorzewska,Polish educator (1888–1967),"['psychologist', 'educator', 'university teacher']",83,"['polish', 'scientist', 'politician', 'physician', 'romanian']",9.764905,7.0676293
Q107303742,Maureen Lichtveld,American epidemiologist,"['epidemiologist', 'university teacher']",52,"['epidemiologist', 'american', 'physician', 'british', 'researcher']",-3.4205246,1.8990072
Q1330235,Elisabeth Ruttkay,Hungarian archaeologist and prehistorian (1926–2009),"['archaeologist', 'prehistorian']",56,"['archaeologist', 'historian', 'french', 'german', 'classical']",11.450138,8.352411
Q6964324,Yonina Eldar,Israeli academic and engineer,"['engineer', 'professor']",82,"['israeli', 'scientist', 'computer', 'researcher', 'american']",12.266772,5.2576237
Q67487005,Nina F. Schor,American pediatric neurologist,"['neurologist', 'pediatrician', 'physician-scientist', 'physician', 'biochemist']",53,"['american', 'pediatrician', 'pediatric', 'paediatrician', 'physician']",8.954068,-2.266858
Q41796363,Melinda H. Keefe,American chemist,['chemist'],11,"['chemist', 'american', 'british', 'canadian', 'researcher']",2.9852228,-10.2168865
Q42348257,Elizabeth A. Follansbee,American medical doctor,['pediatrician'],23,"['american', 'physician', 'medical', 'doctor', 'scientist']",6.1211767,5.631774
Q57626587,Libby Heaney,"British artist, physicist and lecturer","['painter', 'physicist', 'quantum physicist']",94,"['illustrator', 'british', 'scientific', 'botanical', 'artist']",11.1860285,10.631775
Q5257707,Denise Lievesley,British statistician,['statistician'],49,"['statistician', 'british', 'mathematical', 'australian', 'zealand']",18.559622,3.0708592
Q20085699,Françoise Roch-Ramel,Swiss pharmacologist,['pharmacologist'],87,"['pharmacologist', 'american', 'pharmacist', 'british', 'researcher']",5.9868627,6.9555717
Q18982939,Asuman Baytop,Turkish botanist (1920–2015),"['botanist', 'pharmacist']",62,"['botanist', 'american', 'canadian', 'argentinian', 'russian']",8.893803,7.577647
Q5297909,Doris Daou,Libano-American astronomer,['astronomer'],7,"['astronomer', 'american', 'british', 'french', 'german']",22.83259,4.120401
Q29575493,Virginia Berridge,Professor of History at the London School of Hygiene and Tropical Medicine,['historian'],51,"['american', 'british', 'pathologist', 'mycologist', 'bacteriologist']",12.761131,7.1047764
Q107171127,Billie June McCaskill,American herbarium curator and weed identifier,"['botanist', 'herbarium curator', 'botanical collector']",81,"['plant', 'american', 'biologist', 'scientist', 'physiologist']",10.951186,11.781614
Q124322127,Barbara L. Hempstead,"American hematologist, neuroscientist, physician-scientist, academic administrator","['hematologist', 'neuroscientist', 'academic administrator', 'physician-scientist']",36,"['american', 'neurologist', 'neurobiologist', 'neuroscientist', 'researcher']",2.5550463,-0.79154897
Q15290211,Laila Soueif,"Egyptian activist, mathematician, professor","['university teacher', 'human rights defender', 'mathematician']",2,"['mathematician', 'american', 'russian', 'polish', 'born']",11.079079,5.2084284
Q115628104,Olga Dudko,Ukrainian physicist and academic,['physicist'],69,"['russian', 'soviet', 'scientist', 'ukrainian', 'physicist']",8.934761,6.9850726
Q15265806,Liane Russell,American geneticist,"['geneticist', 'zoologist']",42,"['geneticist', 'american', 'british', 'australian', 'researcher']",-0.34498927,-0.009364118
Q27493798,Peggy Hodges,British engineer,['engineer'],54,"['engineer', 'british', 'electrical', 'engineering', 'chemical']",16.025736,6.198155
Q97657792,Alexandra Techet,American mechanical and marine engineer,"['engineer', 'mechanical engineer']",85,"['american', 'engineer', 'chemical', 'electrical', 'mechanical']",16.37269,7.389709
Q18528111,Sarah Mary Fitton,Irish writer and botanist (c. 1796-1874),"['writer', 'botanist', 'technical writer', ""children's writer""]",19,"['botanist', 'british', 'english', 'irish', 'german']",16.042753,2.0958002
Q92873207,Alison Lloyd,British neurobiologist and cancer researcher,['researcher'],36,"['american', 'neurologist', 'neurobiologist', 'neuroscientist', 'researcher']",2.720797,-1.3182349
Q20675692,Lyn Frazier,American linguist,['linguist'],21,"['linguist', 'american', 'professor', 'linguistics', 'british']",13.843285,17.22552
Q56223077,Jeanne N. Clelland,"American mathematician, professor","['mathematician', 'university teacher', 'academic']",20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",9.2053585,-9.319735
Q76819492,Clémence Corminboeuf,Swiss chemist,"['chemist', 'university teacher', 'teacher']",46,"['chemist', 'german', 'british', 'american', 'professor']",9.7532015,5.567886
Q21341235,Eleanor Mary Ord Laurie,British mammalogist,['mammalogist'],90,"['british', 'scientist', 'biologist', 'academic', 'anthropologist']",1.3141797,10.759808
Q4794835,Mina Bissell,Iranian-American biologist,"['molecular biologist', 'cell biologist', 'biochemist', 'biologist', 'inventor', 'researcher']",18,"['biologist', 'american', 'molecular', 'evolutionary', 'developmental']",2.9105468,15.206921
Q42360057,Kathy Ensor,American statistician,"['statistician', 'researcher']",68,"['statistician', 'american', 'canadian', 'born', 'statistics']",5.7583175,21.261845
Q130718866,Cynthia de las Fuentes,American counseling psychologist (born 1964),['counseling psychologist'],33,"['psychologist', 'american', 'developmental', 'academic', 'canadian']",-0.8549548,5.6367664
Q67186099,Laurie Williams (software engineer),American software engineer,"['computer scientist', 'software engineer']",85,"['american', 'engineer', 'chemical', 'electrical', 'mechanical']",17.304285,7.3045125
Q4749151,Amy Cuddy,American psychologist,"['university teacher', 'psychologist']",73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-9.639853,11.107289
Q54238175,Tanya Leise,researcher,['mathematician'],3,"['researcher', 'scientist', 'author', 'ai', 'university']",14.488471,22.551418
Q21536632,Margaret Blackwood,(1909-1986) botanist and geneticist,"['botanist', 'geneticist']",62,"['botanist', 'american', 'canadian', 'argentinian', 'russian']",10.561468,11.639943
Q43376182,Nicole Schaeren-Wiemers,Swiss neurobiologist,['researcher'],36,"['american', 'neurologist', 'neurobiologist', 'neuroscientist', 'researcher']",2.449091,-1.331029
Q6303655,Judith Schiebout,paleontologist,['paleontologist'],67,"['paleontologist', 'american', 'geologist', 'paleoclimatologist', 'paleobotanist']",9.334252,9.930153
Q4769272,Annie Dale Biddle Andrews,American mathematician (1885-1940),['mathematician'],20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",9.615307,-5.8121767
Q22442861,Patricia Yancey Martin,American sociologist,['sociologist'],31,"['sociologist', 'american', 'academic', 'french', 'writer']",8.539143,-0.9559502
Q40678143,Viviana Gradinaru,American neuroscientist and biomedical engineer,"['researcher', 'neuroscientist']",1,"['neuroscientist', 'american', 'cognitive', 'researcher', 'canadian']",1.8995143,-1.8807884
Q78741641,Doreen Rosenthal,"Australian feminist, professor and psychologist",['psychologist'],74,"['australian', 'researcher', 'medical', 'physician', 'health']",8.397122,3.4099302
Q6900102,Monica Turner,American ecologist,['ecologist'],32,"['american', 'ecologist', 'environmental', 'scientist', 'professor']",12.703237,10.985038
Q16648815,Zinaida Yershova,"Russian chemist, physicist and engineer.","['chemist', 'engineer', 'physicist']",46,"['chemist', 'german', 'british', 'american', 'professor']",8.775135,6.9184375
Q98518469,Charmaine Royal,American geneticist,[],42,"['geneticist', 'american', 'british', 'australian', 'researcher']",-0.34558934,-0.009827578
Q7706047,Tetchie Agbayani,Filipino television actor,"['actor', 'psychologist', 'model']",60,"['physician', 'chinese', 'taiwanese', 'filipino', 'scientist']",8.9233885,4.9640965
Q7495401,Sherry Cooper,Canadian economist,['economist'],30,"['economist', 'american', 'british', 'university', 'economics']",13.03119,-0.38584906
Q55762440,Cheryl Cohen,researcher,['researcher'],3,"['researcher', 'scientist', 'author', 'ai', 'university']",14.530736,22.600727
Q89651573,Melissa Grunlan,American biomedical scientist,['scientist'],47,"['biomedical', 'engineer', 'american', 'researcher', 'engineering']",5.494018,6.027072
Q62690868,Markita del Carpio Landry,Bolivian-American chemist,['researcher'],11,"['chemist', 'american', 'british', 'canadian', 'researcher']",2.9227986,-10.051755
Q21874497,Mary Brück,Irish astronomer (1925–2008),"['astronomer', 'university teacher']",7,"['astronomer', 'american', 'british', 'french', 'german']",13.855815,1.6093782
Q4383262,Galina Pugachenkova,Soviet archeologist and art historian (1915-2007),"['art historian', 'archaeologist']",69,"['russian', 'soviet', 'scientist', 'ukrainian', 'physicist']",8.898689,7.072352
Q64031564,Karen Saywitz,American psychologist,['psychologist'],73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-9.642534,11.103112
Q101349490,Patricia Sheen,Peruvian biologist,"['researcher', 'biologist']",64,"['spanish', 'scientist', 'biologist', 'researcher', 'brazilian']",13.001535,3.915821
Q21522122,Martha Elizabeth Newton,British botanist & bryologist (1941-2020),['botanist'],19,"['botanist', 'british', 'english', 'irish', 'german']",10.90848,11.500466
Q21091580,Perla Serfaty,French sociologist,"['sociologist', 'psychosociologist']",31,"['sociologist', 'american', 'academic', 'french', 'writer']",13.372472,10.271768
Q91344706,Fusa Miyake,researcher (ORCID 0000-0001-8002-9601),"['physicist', 'scientist']",70,"['0000', 'orcid', 'researcher', 'id', '0002']",16.989937,15.741042
Q58830228,Alva Challis,Welsh-born New Zealand geologist (1930–2010),"['geologist', 'radiographer']",38,"['new', 'zealand', 'scientist', 'biologist', 'born']",7.7344017,2.2352498
Q20985411,Hilary Kahn,British computer scientist,"['computer scientist', 'university teacher', 'engineer', 'programmer']",14,"['computer', 'scientist', 'american', 'british', 'researcher']",18.660309,6.843638
Q108874397,Kennie Tsui,New Zealand chemical and environmental engineer,"['chemical engineer', 'environmental engineer']",38,"['new', 'zealand', 'scientist', 'biologist', 'born']",7.7030444,2.31512
Q71611924,Valentina Greco,Italian-born biologist,['researcher'],84,"['italian', 'mathematician', 'physicist', 'scientist', 'american']",10.956072,2.1802537
Q6688747,Louise Freeland Jenkins,American astronomer,['astronomer'],7,"['astronomer', 'american', 'british', 'french', 'german']",22.828722,4.123807
Q61796280,Alex James (mathematician),New Zealand mathematician and mathematical biologist,['mathematician'],2,"['mathematician', 'american', 'russian', 'polish', 'born']",8.055359,2.2026665
Q91109798,Hana El-Samad,Lebanese-American professor of biochemistry and biophysics,['researcher'],97,"['biologist', 'cell', 'molecular', 'american', 'professor']",5.9884357,8.7506075
Q17309082,Jane Stocks Greig,Scottish-Australian medical doctor and public health specialist,['physician'],74,"['australian', 'researcher', 'medical', 'physician', 'health']",7.2793293,4.5831265
Q10537046,Montserrat Teixidor i Bigas,Spanish mathematician,['mathematician'],2,"['mathematician', 'american', 'russian', 'polish', 'born']",13.898727,2.8500528
Q42665791,Verena Tunnicliffe,Canadian marine biologist,"['marine biologist', 'researcher']",40,"['marine', 'american', 'biologist', 'oceanographer', 'ecologist']",15.967578,-0.18882415
Q54725697,Yvonne Mburu,Kenyan immunologist,"['researcher', 'immunologist']",86,"['immunologist', 'american', 'researcher', 'british', 'canadian']",9.940194,3.646582
Q20806992,Rachel Binx,"American data visualizer, developer, and designer",['computer scientist'],65,"['american', 'women', 'director', 'activist', 'organization']",18.089575,7.1558704
Q60884181,M. E. Thompson Coppin,African-American physician,['physician'],23,"['american', 'physician', 'medical', 'doctor', 'scientist']",6.3315177,4.9598813
Q75100288,Charlotte Elvira Pengra,American mathematician (1875-1916),['mathematician'],20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",9.613322,-5.812692
Q69440161,Claire Hardaker (linguist),British linguist,"['linguist', 'writer', 'scientist', 'lecturer', 'principal investigator']",21,"['linguist', 'american', 'professor', 'linguistics', 'british']",13.40113,16.632687
Q87715952,Pascale Guiton,researcher,"['researcher', 'microbiologist']",3,"['researcher', 'scientist', 'author', 'ai', 'university']",14.529314,22.600964
Q1267944,Margrit von Braun,American scientist and professor,"['university teacher', 'ecologist']",48,"['american', 'scientist', 'planetary', 'astronaut', 'science']",14.432592,7.8854294
Q59674974,Kristine Spekkens,Canadian astronomer,"['researcher', 'astronomer']",7,"['astronomer', 'american', 'british', 'french', 'german']",11.402858,17.409414
Q7518,Christina Miller,Scottish chemist,['chemist'],46,"['chemist', 'german', 'british', 'american', 'professor']",5.6450224,11.838126
Q60116636,Alyson Wilson,American statistician,"['statistician', 'university teacher', 'opinion journalist']",68,"['statistician', 'american', 'canadian', 'born', 'statistics']",5.7552543,21.264915
Q66221423,Ella F. Boyd,American educator and geologist,"['geologist', 'teacher']",79,"['geologist', 'american', 'british', 'professor', 'academic']",15.42557,-4.6674647
Q104803942,Laura Kreidberg,American astrophysicist,"['astronomer', 'director', 'astrophysicist', 'researcher']",39,"['astrophysicist', 'american', 'british', 'italian', 'australian']",-2.8738277,-1.7399137
Q21264871,Wiebke Arlt,German British endocrinologist,"['researcher', 'endocrinologist']",88,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",4.8337164,6.6952167
Q7368408,Rosemary Murray,British chemist and academic,"['chemist', 'university teacher', 'principal']",46,"['chemist', 'german', 'british', 'american', 'professor']",5.123106,11.950362
Q78277002,Chun Ning Lau,Physicist,['researcher'],44,"['physicist', 'american', 'british', 'space', 'physics']",19.939156,4.2667937
Q56073313,Nancy Longnecker,New Zealand based science communication academic,"['agronomist', 'academic']",96,"['zealand', 'new', 'academic', 'researcher', 'medical']",7.706884,2.4695303
Q53038705,Karmella Haynes,American biomedical engineer,"['biomedical engineer', 'painter']",47,"['biomedical', 'engineer', 'american', 'researcher', 'engineering']",6.381519,13.328879
Q33106619,Maryanthe Malliaris,American mathematician,['mathematician'],20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",9.067331,-9.51892
Q56826526,Adélia Sequeira,Portuguese mathematician and researcher,['mathematician'],2,"['mathematician', 'american', 'russian', 'polish', 'born']",13.556837,3.0812182
Q99515356,Elizabeth Marianne Blackwell,British botanist and mycologist (1889-1973),"['botanist', 'mycologist', 'university teacher', 'scientific illustrator', 'historian']",19,"['botanist', 'british', 'english', 'irish', 'german']",10.576399,11.435717
Q7086687,Olga Speranskaya,Russian scientist and environmentalist,"['environmentalist', 'scientist']",69,"['russian', 'soviet', 'scientist', 'ukrainian', 'physicist']",8.860166,7.0114803
Q21259593,Evamarie Hey-Hawkins,German inorganic chemist and professor,['chemist'],46,"['chemist', 'german', 'british', 'american', 'professor']",20.976448,13.895517
Q85850622,Francine Deutsch,American psychologist and writer,[],73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-0.8121621,5.829842
Q24964742,Association for Women in Computing,professional organization for women in computing,[],65,"['american', 'women', 'director', 'activist', 'organization']",18.70734,8.163316
Q3189047,Julia Higgins,British polymer scientist,"['chemist', 'physicist']",46,"['chemist', 'german', 'british', 'american', 'professor']",6.195067,-2.6550076
Q57001514,Leslie Schoop,associate Professor of Chemistry at Princeton University,['materials chemist'],9,"['professor', 'university', 'chemistry', 'american', 'engineering']",5.8794446,9.332001
Q56289602,Candice Renee Price,American mathematician,['mathematician'],20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",9.103278,-9.489778
Q19704367,Cesina Bermudes,Portuguese obstetrician,['physician'],28,"['obstetrician', 'gynecologist', 'american', 'gynaecologist', 'british']",4.497463,5.3681693
Q19787645,Erdmute Alber,German professor,"['professor', 'university teacher', 'anthropologist']",88,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",11.596879,7.249306
Q67554073,Sandra Lynn Barnes,"American educator, author, ordained Baptist minister, and documentary filmmaker",['documentary filmmaker'],66,"['american', 'writer', 'author', 'activist', 'educator']",13.755495,7.833791
Q6033221,Ingrid Johnsrude,Canadian neuroscientist,"['neuroscientist', 'researcher']",1,"['neuroscientist', 'american', 'cognitive', 'researcher', 'canadian']",0.83691525,-1.678126
Q39412046,Carey-Ann Burnham,researcher,['researcher'],3,"['researcher', 'scientist', 'author', 'ai', 'university']",14.5366125,22.594688
Q16728858,Dorothy Espelage,American psychologist,"['psychologist', 'researcher']",73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-9.651249,11.105778
Q56102,Eudoxia Woodward,American artist and researcher (1919–2008),"['painter', 'teacher']",66,"['american', 'writer', 'author', 'activist', 'educator']",11.261189,10.514653
Q27221300,Mary Jackson (engineer),American mathematician and aerospace engineer,"['mathematician', 'military flight engineer', 'computer scientist']",20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",10.068294,-6.1865516
Q54152386,Irene Lemos,Greek-British classical archaeologist,"['classical archaeologist', 'university teacher']",56,"['archaeologist', 'historian', 'french', 'german', 'classical']",12.651685,9.001248
Q18763344,Judy R. Franz,American physicist,['physicist'],44,"['physicist', 'american', 'british', 'space', 'physics']",-4.678711,-4.8116956
Q1975429,Nell I. Mondy,American biochemist (1921–2005),['biochemist'],5,"['biochemist', 'american', 'british', 'german', 'geochemist']",5.044206,8.306543
Q88787610,Katherine Mirica,American chemist,['researcher'],11,"['chemist', 'american', 'british', 'canadian', 'researcher']",2.9874809,-10.228889
Q4815175,Wanda Zabłocka,"Polish botanist, phytopathologist, mycologist (1900-1978)","['botanist', 'phytopathologist', 'mycologist']",83,"['polish', 'scientist', 'politician', 'physician', 'romanian']",10.490947,11.499914
Q83431583,Lisa Monteggia,American neuroscientist & academic,"['neuroscientist', 'university teacher']",1,"['neuroscientist', 'american', 'cognitive', 'researcher', 'canadian']",1.8229108,-2.041862
Q15990084,Joan Clarke,English cryptanalyst,"['cryptanalyst', 'mathematician', 'computer scientist', 'numismatist']",0,"['british', 'american', 'english', 'metallurgist', 'historian']",9.3778715,-7.4946923
Q16731993,Maria Leptin,German biologist,"['biologist', 'immunologist']",88,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",8.052304,8.844432
Q23010189,Ana Briones Alonso,Spanish researcher,['researcher'],64,"['spanish', 'scientist', 'biologist', 'researcher', 'brazilian']",13.338294,3.6420023
Q90591560,Mirna Kvajo,Croatian biologist,['researcher'],83,"['polish', 'scientist', 'politician', 'physician', 'romanian']",8.962162,7.8011847
Q21610111,Olive Swezy,American zoologist and phycologist,"['zoologist', 'phycologist']",76,"['zoologist', 'american', 'british', 'australian', 'german']",0.6638482,11.090721
Q49858523,Shirley Ratcliffe,British doctor and researcher (1932-2013),"['physician', 'pediatrician', 'scientist']",51,"['american', 'british', 'pathologist', 'mycologist', 'bacteriologist']",6.878083,4.98392
Q29834029,Anna Grzymala,American political scientist,"['political scientist', 'university teacher', 'non-fiction writer', 'academic']",57,"['scientist', 'american', 'political', 'politician', 'academic']",23.730568,0.29146343
Q122388983,Valerie Cowie,British consultant psychiatrist,['psychiatrist'],8,"['psychologist', 'american', 'british', 'psychiatrist', 'psychoanalyst']",-0.97478235,6.4707236
Q63108049,Donna Spiegelman,American biostatistician and epidemiologist,"['epidemiologist', 'biostatistician']",52,"['epidemiologist', 'american', 'physician', 'british', 'researcher']",-3.3316193,1.8510137
Q25755774,Aída Mencía Ripley,Academic,['psychologist'],26,"['american', 'academic', 'educator', 'professor', 'university']",25.745245,5.4172764
Q29904486,Carol Tamminga,American psychiatrist and neuroscientist,"['neuroscientist', 'psychologist']",1,"['neuroscientist', 'american', 'cognitive', 'researcher', 'canadian']",1.676076,-2.2758877
Q90187531,Catherine Troisi,American epidemiologist,['epidemiologist'],52,"['epidemiologist', 'american', 'physician', 'british', 'researcher']",-3.4201894,1.8984452
Q11589,Jeanne Ferrante,American computer scientist,"['computer scientist', 'engineer']",14,"['computer', 'scientist', 'american', 'british', 'researcher']",20.0315,7.899804
Q3293967,Marjory Stephenson,British biochemist (1885–1948),"['biochemist', 'chemist', 'microbiologist']",5,"['biochemist', 'american', 'british', 'german', 'geochemist']",5.170712,8.419363
Q1396646,Olga Skorokhodova,Russian writer and Research fellow (1911-1982),"['writer', 'research fellow']",69,"['russian', 'soviet', 'scientist', 'ukrainian', 'physicist']",8.898571,6.9529176
Q56039489,Mary Anne Cust,British writer and artist (1800–1882),['writer'],94,"['illustrator', 'british', 'scientific', 'botanical', 'artist']",11.143922,10.695309
Q96316937,Virginia A. Clark,American statistician,"['statistician', 'university teacher']",68,"['statistician', 'american', 'canadian', 'born', 'statistics']",5.758094,21.262154
Q58091659,Paquita Zuidema,Dutch atmospheric and aerosol scientist,"['professor', 'atmospheric scientist']",37,"['scientist', 'science', 'researcher', 'american', 'meteorologist']",16.779917,10.433495
Q270650,Margaret Chan,Chinese-Canadian physician (born 1947),"['physician', 'civil servant', 'politician', 'justice of the peace']",60,"['physician', 'chinese', 'taiwanese', 'filipino', 'scientist']",7.4163413,6.9938965
Q12309873,Elsebeth Budolfsen,Danish pharmacist and business executive,"['pharmacist', 'businessperson']",87,"['pharmacologist', 'american', 'pharmacist', 'british', 'researcher']",6.030869,6.891547
Q29833949,Rebekah Dawson,American astrophysicist,['astrophysicist'],39,"['astrophysicist', 'american', 'british', 'italian', 'australian']",-2.8749552,-1.7407568
Q7508,Ann Kiessling,American reproductive biologist involved in stem cell research,"['biologist', 'inventor', 'chemist', 'embryologist', 'university teacher']",97,"['biologist', 'cell', 'molecular', 'american', 'professor']",6.6781917,8.71403
Q94477263,Margaret Maxfield,American mathematician and maths book author,['mathematician'],20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",9.174208,-9.307599
Q58371379,Michele Swanson,American microbiologist,"['researcher', 'microbiologist']",27,"['microbiologist', 'american', 'bacteriologist', 'researcher', 'british']",18.827497,-4.221824
Q27829065,Mildred Stratton Wilson,American zoologist,"['zoologist', 'scientific collector']",76,"['zoologist', 'american', 'british', 'australian', 'german']",0.6577297,11.094436
Q18575996,Chrystabel Procter,"English gardener, educationalist and horticulturalist (1894–1982)",['horticulturist'],77,"['botanist', 'american', 'botanical', 'collector', 'author']",10.8824,11.6744
Q41803891,Carla Gomes,Portuguese-American computer scientist,"['computer scientist', 'artificial intelligence researcher', 'university teacher']",14,"['computer', 'scientist', 'american', 'british', 'researcher']",17.594603,6.447346
Q55433060,Josephine Bunch,British physicist,['physicist'],44,"['physicist', 'american', 'british', 'space', 'physics']",6.918968,-1.3714279
Q6779657,Mary Gordon Calder,Scottish paleobotanist,['paleobotanist'],67,"['paleontologist', 'american', 'geologist', 'paleoclimatologist', 'paleobotanist']",9.440555,9.674807
Q110017512,Tara A. Schwetz,American biophysicist,['biophysicist'],63,"['american', 'biostatistician', 'biophysicist', 'bioinformatician', 'statistician']",4.9037647,9.085003
Q94999680,Sylvie Briand,"epidemiologist, physician and public health researcher",[],52,"['epidemiologist', 'american', 'physician', 'british', 'researcher']",5.481938,4.702076
Q65589492,Linda McCauley,American scientist and academic administrator,"['nurse', 'scientist']",55,"['american', 'administrator', 'academic', 'scientist', 'university']",15.145127,7.7789865
Q27967136,Radhika Chandiramani,"Indian clinical psychologist, writer and editor","['journalist', 'psychologist']",72,"['indian', 'scientist', 'researcher', 'biologist', 'american']",-0.82479113,6.2848654
Q20085773,Cherri M. Pancake,ethnographer and computer scientist,"['computer scientist', 'ethnographer', 'university teacher']",14,"['computer', 'scientist', 'american', 'british', 'researcher']",18.685692,8.521131
Q59874238,Paula Diaconescu,Romanian-American chemistry professor,['researcher'],83,"['polish', 'scientist', 'politician', 'physician', 'romanian']",9.501001,7.5455623
Q5668989,Lilian Snelling,British botanical illustrator (1879-1972),"['botanist', 'botanical illustrator', 'scientific illustrator', 'painter', 'botanical collector']",94,"['illustrator', 'british', 'scientific', 'botanical', 'artist']",11.045686,10.979907
Q17011226,Sarah Byford,researcher,['researcher'],3,"['researcher', 'scientist', 'author', 'ai', 'university']",14.532591,22.608757
Q5362740,Elizabeth F. Churchill,psychologist,['psychologist'],73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-1.9479402,7.308563
Q28922269,G. Gabrielle Starr,President of Pomona College,"['neuroscientist', 'university president', 'university teacher']",9,"['professor', 'university', 'chemistry', 'american', 'engineering']",14.722781,7.7094007
Q21260021,Gabriele Berg,"Biologist, biotechnologist and lecturer","['university teacher', 'biologist']",47,"['biomedical', 'engineer', 'american', 'researcher', 'engineering']",5.5736604,8.434601
Q19001530,Reino Pott,South African chemist and botanist (1869-1965),"['botanist', 'chemist', 'curator', 'botanical collector']",75,"['botanist', 'australian', 'african', 'south', 'zealand']",16.5438,2.3371472
Q3298415,Zonia Baber,"American geologist, geographer, researcher and university teacher","['geographer', 'geologist']",79,"['geologist', 'american', 'british', 'professor', 'academic']",15.429585,-4.6631675
Q56350138,Taneko Suzuki,Japanese nutrition scientist,"['scientist', 'professor']",17,"['american', 'nutritionist', 'scientist', 'nutritional', 'nutrition']",4.639384,7.700578
Q15122935,Helen Margaret Gilkey,"American botanist, mycologist and scientific illustrator (1886-1972)","['botanist', 'mycologist', 'botanical illustrator', 'botanical collector', 'scientific collector']",77,"['botanist', 'american', 'botanical', 'collector', 'author']",11.045662,11.014406
Q19654959,Joan Oates,American archaeologist,['archaeologist'],24,"['archaeologist', 'american', 'anthropologist', 'chinese', 'classical']",-3.0437357,12.623994
Q14250,Barbara Simons,American computer scientist,['computer scientist'],14,"['computer', 'scientist', 'american', 'british', 'researcher']",20.021652,7.887506
Q114374098,Lisa Mirabello,American medical geneticist,"['medical geneticist', 'genomicist']",42,"['geneticist', 'american', 'british', 'australian', 'researcher']",6.723558,7.473716
Q7468,Catherine Coleman,"American astronaut, chemist, United States Air Force officer","['chemist', 'air force officer', 'astronaut', 'engineer', 'scientist']",48,"['american', 'scientist', 'planetary', 'astronaut', 'science']",14.901682,5.755962
Q61162988,Elizabeth Kutter,researcher ORCID ID = 0000-0002-2775-684X,['researcher'],70,"['0000', 'orcid', 'researcher', 'id', '0002']",-1.7552818,1.5506574
Q5125314,Claire Smith (archaeologist),Australian archaeologist,"['anthropologist', 'archaeologist', 'author']",13,"['australian', 'scientist', 'biologist', 'physicist', 'archaeologist']",7.6051116,11.010366
Q21004738,Mina Aganagić,mathematical physicist,"['physicist', 'mathematician']",44,"['physicist', 'american', 'british', 'space', 'physics']",10.0827465,-6.277439
Q5163535,Constance Goddard DuBois,American ethnographer and novelist (1840-1934),"['anthropologist', 'ethnographer', 'botanical collector', 'writer']",66,"['american', 'writer', 'author', 'activist', 'educator']",8.60098,-0.5976873
Q6780882,Mary Vaux Walcott,"American artist, photographer, botanist and naturalist (1860-1940)","['botanical illustrator', 'painter', 'photographer', 'botanist', 'scientific illustrator', 'artist', 'botanical collector', 'scientific collector']",94,"['illustrator', 'british', 'scientific', 'botanical', 'artist']",11.158793,10.804227
