QID,PageTitle,description,occupation_labels,cluster,topClusterWords,umap_x,umap_y
Q21707412,Helen S. Mitchell,American nutritionist,['biochemist'],17,"['american', 'nutritionist', 'scientist', 'nutritional', 'nutrition']",4.525849,7.6437035
Q18393716,Rebecca Johnson (geneticist),Australian geneticist,"['geneticist', 'mammalogist']",42,"['geneticist', 'american', 'british', 'australian', 'researcher']",0.021539615,0.3713401
Q45897973,Corinna Löckenhoff,researcher,['researcher'],3,"['researcher', 'scientist', 'author', 'ai', 'university']",14.483897,22.544605
Q111173570,Ilke Arslan,Turkish-American microscopist,['microscopist'],59,"['american', 'ophthalmologist', 'dermatologist', 'gerontologist', 'arachnologist']",9.630461,6.3035655
Q13403964,"Bend, Not Break",non-fiction work by Ping Fu,[],66,"['american', 'writer', 'author', 'activist', 'educator']",13.249959,7.5929604
Q95690125,Tanya Zelevinsky,American physicist,['researcher'],44,"['physicist', 'american', 'british', 'space', 'physics']",-4.6816235,-4.8128314
Q88407022,Aurora E. Clark,American computational chemist,['researcher'],11,"['chemist', 'american', 'british', 'canadian', 'researcher']",4.911796,10.947202
Q2901389,Naomi Feinbrun-Dothan,botanist and university teacher (1900-1995),"['botanist', 'botanical collector', 'university teacher', 'scientific collector']",62,"['botanist', 'american', 'canadian', 'argentinian', 'russian']",10.691583,11.788117
Q54371437,Almah Jane Frisby,American physician,['physician'],23,"['american', 'physician', 'medical', 'doctor', 'scientist']",-6.310612,2.018089
Q58356276,Chris Beasley (researcher),Australian political scientist,"['political scientist', 'academic', 'non-fiction writer', 'university teacher']",13,"['australian', 'scientist', 'biologist', 'physicist', 'archaeologist']",6.7258263,2.5328226
Q57379289,Eileen Alice Willa,"New Zealand museum curator, botanist and author (1905-1999)","['botanist', 'curator', 'non-fiction writer', 'botanical collector', 'scientific collector']",75,"['botanist', 'australian', 'african', 'south', 'zealand']",7.702479,1.8980869
Q64850738,Sue Stott,New Zealand paediatric orthopaedic surgeon,['professor'],53,"['american', 'pediatrician', 'pediatric', 'paediatrician', 'physician']",7.194478,3.6387944
Q1851179,Ellen Churchill Semple,American geographer (1863–1932),"['geographer', 'geopolitical analyst', 'writer', 'university teacher']",98,"['american', 'geographer', 'geophysicist', 'british', 'geoscientist']",12.382689,0.31735343
Q62056153,Lisa Marie Stevens,curator of mammals and zookeeper,"['curator', 'zookeeper']",76,"['zoologist', 'american', 'british', 'australian', 'german']",1.1594187,10.8032675
Q22003709,Joan D'Arcy Cooper,American psychologist,['psychologist'],73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-9.653596,11.10328
Q12723258,Cabiria Andreian Cazacu,Romanian mathematician,"['mathematician', 'university teacher']",2,"['mathematician', 'american', 'russian', 'polish', 'born']",9.27079,7.790075
Q92977789,Surita Bhatia,American chemist,"['researcher', 'chemist']",11,"['chemist', 'american', 'british', 'canadian', 'researcher']",2.988436,-10.226969
Q57073244,Natacha Aguilar de Soto,Spanish marine biologist,"['marine biologist', 'university teacher']",40,"['marine', 'american', 'biologist', 'oceanographer', 'ecologist']",16.439363,-0.19401562
Q59191843,Isabel de Urquiola,19th-century Spanish explorer,['explorer'],64,"['spanish', 'scientist', 'biologist', 'researcher', 'brazilian']",13.298492,3.689087
Q5590971,Grace Alele-Williams,Nigerian mathematician (1932–2022),"['mathematician', 'university teacher', 'vice-chancellor']",20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",11.251453,-5.9494014
Q78171707,Ann-Marie Holmes,Irish Engineer.,['engineer'],54,"['engineer', 'british', 'electrical', 'engineering', 'chemical']",16.07363,6.252508
Q6681392,Lorna Smith Benjamin,American psychologist,['psychologist'],73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-9.642295,11.104923
Q30348098,Lucia Caporaso,Italian mathematician (1965-),"['mathematician', 'university teacher']",84,"['italian', 'mathematician', 'physicist', 'scientist', 'american']",11.425765,1.722327
Q15994402,Emily Dix,British paleobotanist (1904–1972),['paleobotanist'],67,"['paleontologist', 'american', 'geologist', 'paleoclimatologist', 'paleobotanist']",9.595718,9.648875
Q62768406,Annette Herscovics,Scientist at McGill University,['scientist'],6,"['canadian', 'scientist', 'biologist', 'researcher', 'physicist']",13.944958,6.7375546
Q56979991,Emma Kowal,Australian cultural and medical anthropologist,"['academic', 'anthropologist']",74,"['australian', 'researcher', 'medical', 'physician', 'health']",6.5095534,2.314013
Q62032117,Alejandra Melfo,Uruguayan/Venezuelan physicist,"['physicist', 'astrophysicist', 'university teacher']",71,"['physicist', 'american', 'nuclear', 'theoretical', 'particle']",13.372294,4.2933545
Q20984922,Ilse Ipsen,German American mathematician,['mathematician'],2,"['mathematician', 'american', 'russian', 'polish', 'born']",20.542156,12.669923
Q29109891,Mary Elliott Hill,chemist (1907-1969),['chemist'],46,"['chemist', 'german', 'british', 'american', 'professor']",5.4130993,11.4253235
Q16192889,Sigrid Quack,German social scientist,['sociologist'],88,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",11.160488,6.9669533
Q56686058,Statue of Rachel Carson,statue of Rachel Carson,[],65,"['american', 'women', 'director', 'activist', 'organization']",13.767098,6.715096
Q117772428,Janet Gilsdorf,American scientist and writer,['physician'],48,"['american', 'scientist', 'planetary', 'astronaut', 'science']",12.8684,7.9702773
Q5127082,Clarita Carlos,Filipina political scientist and academic,['political psychologist'],57,"['scientist', 'american', 'political', 'politician', 'academic']",23.639212,0.3648879
Q21506620,Helen Foot Buell,American botanist and ecologist (1902-1995),"['ecologist', 'botanist', 'editor']",77,"['botanist', 'american', 'botanical', 'collector', 'author']",10.769811,11.915738
Q16299902,Miia Kivipelto,Finnish neurologist,"['professor', 'neurologist']",36,"['american', 'neurologist', 'neurobiologist', 'neuroscientist', 'researcher']",2.443548,-1.2092965
Q24044857,Hilda Kincaid,(1886-1967) medical practitioner,"['general practitioner', 'teacher']",58,"['physician', 'american', 'doctor', 'medical', 'british']",6.7229342,5.3016315
Q56558562,Melinda Duer,"chemist, biochemist","['chemist', 'professor', 'biochemist', 'academic']",5,"['biochemist', 'american', 'british', 'german', 'geochemist']",4.8598466,11.109597
Q120488949,Marguerite Yon,French archaeologist and Assyriologist,"['researcher', 'archaeologist']",56,"['archaeologist', 'historian', 'french', 'german', 'classical']",11.574901,6.338339
Q96625459,Alanna Connors,astrophysicist,['astrophysicist'],39,"['astrophysicist', 'american', 'british', 'italian', 'australian']",15.945524,4.32472
Q39052372,Anna Maria Marconi,fictional scientist appearing in American comic books published by Marvel Comics,[],48,"['american', 'scientist', 'planetary', 'astronaut', 'science']",12.867403,7.982275
Q42049907,Jessica Grahn,American music neuroscientist,['researcher'],1,"['neuroscientist', 'american', 'cognitive', 'researcher', 'canadian']",1.5508668,-2.5852036
Q21264732,Stéphanie P. Lacour,French neurotechnologist,"['neurotechnologist', 'university teacher', 'geomicrobiologist']",36,"['american', 'neurologist', 'neurobiologist', 'neuroscientist', 'researcher']",2.356076,-1.3553715
Q24049147,Danielle N. Lee,American biologist,"['zoologist', 'ecologist', 'mammalogist']",18,"['biologist', 'american', 'molecular', 'evolutionary', 'developmental']",2.9826884,15.19391
Q94575673,Mary Graustein,American mathematician and academic (1884-1972),"['mathematician', 'university teacher']",20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",9.623151,-5.82011
Q22808800,Anita Kurmann,Swiss endocrinologist and thyroid surgeon (1976-2015),"['endocrinologist', 'surgeon']",61,"['american', 'physiologist', 'pathologist', 'cardiologist', 'endocrinologist']",4.838201,6.6928473
Q124616115,Brenda Swann Holmes,American chemist,"['scientist', 'chemist']",11,"['chemist', 'american', 'british', 'canadian', 'researcher']",2.9875393,-10.227635
Q20831455,Eugenia Cheng,English mathematician and pianist,"['mathematician', 'pianist', 'teacher']",2,"['mathematician', 'american', 'russian', 'polish', 'born']",9.411397,-5.412115
Q6128616,Silvia Torres-Peimbert,Mexican astronomer,"['astrophysicist', 'astronomer', 'university teacher', 'physicist']",7,"['astronomer', 'american', 'british', 'french', 'german']",13.386089,3.32327
Q5363372,Elizabeth Povinelli,Professor of Anthropology and Gender Studies,"['journalist', 'university teacher', 'anthropologist']",15,"['anthropologist', 'american', 'cultural', 'professor', 'academic']",9.306594,5.1177845
Q116734298,Karen Carroll (pathologist),American infectious disease pathologist and medical microbiologist,"['infectious disease physician', 'pathologist', 'medical microbiologist', 'physician-scientist', 'microbiologist', 'university teacher']",27,"['microbiologist', 'american', 'bacteriologist', 'researcher', 'british']",18.724163,-4.119843
Q81667773,Cassie Kozyrkov,"Russian, later American data scientist","['computer scientist', 'data scientist', 'statistician']",69,"['russian', 'soviet', 'scientist', 'ukrainian', 'physicist']",17.773066,6.687449
Q43173237,Psyche Cattell,American child psychologist,['psychologist'],33,"['psychologist', 'american', 'developmental', 'academic', 'canadian']",-2.0347495,5.8239446
Q56850022,Charmian O'Connor,New Zealand physical organic chemist,"['academic', 'chemist']",46,"['chemist', 'german', 'british', 'american', 'professor']",7.7493606,2.2778444
Q28468953,Francine Laden,Professor of Environmental Epidemiology at the Harvard T.H. Chan School of Public Health,['researcher'],52,"['epidemiologist', 'american', 'physician', 'british', 'researcher']",5.485513,4.752792
Q6179303,Jenny Hempel,Danish botanist (1882-1975),"['botanist', 'science writer']",19,"['botanist', 'british', 'english', 'irish', 'german']",10.058411,8.153122
Q97362525,Bharati Shelat,Indian archaeologist,['archaeologist'],24,"['archaeologist', 'american', 'anthropologist', 'chinese', 'classical']",13.012651,9.317685
Q41955191,Jewell Jeannette Glass,"mineralologist, geologist (1888-1966)","['mineralogist', 'geologist', 'scientific collector']",16,"['geologist', 'american', 'british', 'mineralogist', 'german']",10.26032,9.1094
Q87493659,Susan J. Carroll,American political scientist,"['writer', 'political scientist', 'academic']",57,"['scientist', 'american', 'political', 'politician', 'academic']",23.7352,0.2877219
Q19631802,Nadia Pinardi,Italian oceanographer,"['oceanographer', 'researcher']",40,"['marine', 'american', 'biologist', 'oceanographer', 'ecologist']",16.519697,-1.5502992
Q125131591,Cynthia K. Thompson,American neuroscientist,['neuroscientist'],1,"['neuroscientist', 'american', 'cognitive', 'researcher', 'canadian']",1.5460368,-2.5950236
Q98733604,Nancy Conn,Scottish bacteriologist,['bacteriologist'],27,"['microbiologist', 'american', 'bacteriologist', 'researcher', 'british']",18.046888,-2.430218
Q59258947,Sylvia Esterby,Canadian environmental statistician,['statistician'],6,"['canadian', 'scientist', 'biologist', 'researcher', 'physicist']",16.094557,12.703882
Q5362840,Elizabeth Gilmer,New Zealand horticulturalist and activist (1880–1960),"['horticulturist', 'social worker']",38,"['new', 'zealand', 'scientist', 'biologist', 'born']",7.7169933,1.9025468
Q4116311,Sameera Moussa,Egyptian nuclear physicist (1917-1952),"['nuclear physicist', None, 'assistant professor', 'medical physicist']",71,"['physicist', 'american', 'nuclear', 'theoretical', 'particle']",10.110523,1.2451973
Q26262898,Catherine Neill,British physician,"['physician', 'cardiologist']",80,"['physician', 'british', 'doctor', 'medical', 'surgeon']",7.0851827,4.558059
Q237867,Aglaonice,"ancient Greek astronomer, daughter of Hegetor",['astronomer'],7,"['astronomer', 'american', 'british', 'french', 'german']",22.731081,4.1945863
Q11251532,Isabella Gordon,Scottish carcinologist (1901-1988),"['marine biologist', 'carcinologist', 'biologist', 'scientific collector']",51,"['american', 'british', 'pathologist', 'mycologist', 'bacteriologist']",7.489272,6.249771
Q47113827,Chiara Giorio,"University Lecturer - Department of Chemistry, University of Cambridge",['researcher'],46,"['chemist', 'german', 'british', 'american', 'professor']",5.8427005,9.433387
Q15129438,Lúcia G. Lohmann,Brazilian botanist,"['botanist', 'botanical collector', 'scientific collector']",62,"['botanist', 'american', 'canadian', 'argentinian', 'russian']",10.588572,12.095593
Q23888223,Ruth A. David,American engineer,['engineer'],85,"['american', 'engineer', 'chemical', 'electrical', 'mechanical']",16.397085,7.456635
Q4749065,Amy Aiken,winemaker,"['horticulturist', 'winegrower']",65,"['american', 'women', 'director', 'activist', 'organization']",9.967184,18.169569
Q21264854,Véronique Cortier,French mathematician and computer scientist,"['computer scientist', 'researcher']",45,"['french', 'mathematician', 'physicist', 'applied', 'mathematics']",13.254084,-7.298133
Q5999641,Marlene Wayar,Argentine travesti activist and social psychologist,"['writer', 'LGBTQ rights activist']",64,"['spanish', 'scientist', 'biologist', 'researcher', 'brazilian']",13.276328,4.321919
Q18353093,Elaine Oran,"American aerospace engineer, computer scientist, physicist","['computer scientist', 'physicist']",85,"['american', 'engineer', 'chemical', 'electrical', 'mechanical']",15.421639,6.03937
Q16017826,Pamela Low,food scientist,['scientist'],17,"['american', 'nutritionist', 'scientist', 'nutritional', 'nutrition']",4.624873,7.7213006
Q50414416,Margaret Partridge,electrical engineer,['electrical engineer'],54,"['engineer', 'british', 'electrical', 'engineering', 'chemical']",16.528282,6.359729
Q47350782,Eileen Furlong,Molecular biologist,['biologist'],97,"['biologist', 'cell', 'molecular', 'american', 'professor']",7.1872478,8.505359
Q24890352,Inez M. Haring,"American botanist, bryologist and plant collector (1875-1968)","['bryologist', 'botanist', 'botanical collector', 'scientific collector']",77,"['botanist', 'american', 'botanical', 'collector', 'author']",10.910269,11.63132
Q64942409,Jessica Cardin,American neuroscientist,"['researcher', 'neuroscientist']",1,"['neuroscientist', 'american', 'cognitive', 'researcher', 'canadian']",1.5579139,-2.57552
Q5364995,Ellen S. Berscheid,American psychologist,"['psychologist', 'university teacher']",73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-9.659277,11.094176
Q21393448,Helen Isobel Aston,"Australian botanist, botanical collector, ornithologist and editor (1934-2020)","['botanist', 'ornithologist', 'botanical collector', 'editor', 'scientific collector']",75,"['botanist', 'australian', 'african', 'south', 'zealand']",5.6810074,2.166922
Q12892349,Kimberly Sellers,American statistician,['statistician'],68,"['statistician', 'american', 'canadian', 'born', 'statistics']",5.7546234,21.265392
Q27460645,Frances Bradfield,British aeronautical engineer,"['military flight engineer', 'engineer']",54,"['engineer', 'british', 'electrical', 'engineering', 'chemical']",15.948986,6.1627436
Q122075873,Eugenia Etkina,Russian American professor of science education,['science teacher'],69,"['russian', 'soviet', 'scientist', 'ukrainian', 'physicist']",8.8804245,6.851537
Q69541056,Ela Veresiu,Canadian-Romanian consumer sociologist,['scientist'],31,"['sociologist', 'american', 'academic', 'french', 'writer']",9.07585,-0.06437392
Q106671,Erika Cremer,German chemist (1900-1996),"['chemist', 'physicist', 'university teacher']",46,"['chemist', 'german', 'british', 'american', 'professor']",9.799471,7.7583795
Q5110438,Christiana Morgan,American psychoanalyst,"['psychologist', 'psychotherapist']",73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-0.3693727,6.187893
Q59553947,Sara Irina Fabrikant,Swiss geographer and geographical information scientist,"['university teacher', 'geographer']",98,"['american', 'geographer', 'geophysicist', 'british', 'geoscientist']",12.250592,1.9586933
Q30506242,Cassandra Extavour,Canadian geneticist,"['researcher', 'geneticist', 'opera singer']",42,"['geneticist', 'american', 'british', 'australian', 'researcher']",17.164392,12.8963175
Q102001703,Hilde Fålun Strøm,"explorer, polar ambassador and citizen scientist","['polar explorer', 'researcher']",25,"['antarctic', 'researcher', 'american', 'scientist', 'british']",8.130271,11.983645
Q62284610,Ruth Nicholson,British obstetrician and gynaecologist (1884-1963),"['physician', 'gynecologist', 'obstetrician']",28,"['obstetrician', 'gynecologist', 'american', 'gynaecologist', 'british']",4.535646,5.3576684
Q65921584,Nathalie Japkowicz,Canadian computer scientist,"['computer scientist', 'university teacher']",14,"['computer', 'scientist', 'american', 'british', 'researcher']",17.71865,6.9557624
Q46947147,Audeen W. Fentiman,"American engineer,and academic","['engineer', 'academic', 'writer']",85,"['american', 'engineer', 'chemical', 'electrical', 'mechanical']",16.257135,7.299088
Q7028517,Mary Schaps,Israeli mathematician and novelist,"['mathematician', 'novelist', 'university teacher', 'writer']",82,"['israeli', 'scientist', 'computer', 'researcher', 'american']",12.354695,5.2352614
Q5400856,Estefania Aldaba-Lim,Filipina diplomat and psychologist,"['psychologist', 'diplomat']",8,"['psychologist', 'american', 'british', 'psychiatrist', 'psychoanalyst']",-0.05838959,6.059537
Q41570105,Wanda Díaz-Merced,American astrophysicist,"['astrophysicist', 'lecturer']",39,"['astrophysicist', 'american', 'british', 'italian', 'australian']",-2.8758583,-1.7415307
Q131098474,Lauren Kuby,American politician and sustainability scientist,['politician'],57,"['scientist', 'american', 'political', 'politician', 'academic']",23.729092,0.29377937
Q50572492,Ling Long (mathematician),Chinese mathematician,"['mathematician', 'university teacher']",2,"['mathematician', 'american', 'russian', 'polish', 'born']",7.8344703,7.1498613
Q61312749,Marianne Nyegaard,Danish marine biologist,['marine biologist'],40,"['marine', 'american', 'biologist', 'oceanographer', 'ecologist']",10.437714,7.8799777
Q106823812,Johanna Meijer,Dutch chronobiologist,['biologist'],29,"['swedish', 'dutch', 'danish', 'scientist', 'academic']",10.995176,7.538193
Q58950265,Anna David (academic),British obstetrician and specialist in maternal fetal medicine,"['researcher', 'obstetrician']",28,"['obstetrician', 'gynecologist', 'american', 'gynaecologist', 'british']",4.5283995,5.3690805
Q115625347,Tracey Revenson,American health psychologist,['psychologist'],73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-2.1637137,5.8991237
Q105963095,Dima Jamali,Lebanese academic,"['academic', 'politician']",82,"['israeli', 'scientist', 'computer', 'researcher', 'american']",10.131958,4.6174645
Q6451683,Nicole Berline,French mathematician,"['mathematician', 'university teacher']",45,"['french', 'mathematician', 'physicist', 'applied', 'mathematics']",13.258213,-7.2984505
Q66360144,Effa Muhse,American biologist,['biologist'],18,"['biologist', 'american', 'molecular', 'evolutionary', 'developmental']",2.9797502,15.196691
Q7279464,Rachel and Stephen Kaplan,pair of American research psychologists,['psychologist'],33,"['psychologist', 'american', 'developmental', 'academic', 'canadian']",-1.5315658,5.7072196
Q450269,Olga Ladyzhenskaya,Russian mathematician (1922–2004),"['mathematician', 'university teacher']",2,"['mathematician', 'american', 'russian', 'polish', 'born']",9.266978,6.3085437
Q1938520,Mirra Komarovsky,American sociologist (1905-1999),"['sociologist', 'university teacher']",31,"['sociologist', 'american', 'academic', 'french', 'writer']",8.636286,-0.7407251
Q15869319,Ada Prins,Dutch chemist (1879-1977),['chemist'],46,"['chemist', 'german', 'british', 'american', 'professor']",10.785766,7.6136684
Q61161110,Smita Bhatia,Indian-born American oncologist,['researcher'],10,"['oncologist', 'american', 'mycologist', 'medical', 'physician']",14.721744,12.386804
Q21791439,Marjorie Wilson,English geologist and petrologist,['petrologist'],79,"['geologist', 'american', 'british', 'professor', 'academic']",10.572553,9.131882
Q91249312,Cynthia Barnes-Boyd,nurse and educator,"['nurse', 'university teacher', 'academic administrator']",22,"['nurse', 'american', 'nursing', 'researcher', 'scientist']",14.148246,10.655054
Q94444499,Eva G. T. Green,political scientist,['political scientist'],57,"['scientist', 'american', 'political', 'politician', 'academic']",23.722828,0.29723448
Q19975200,Elsie Wilkins Sexton,English zoologist and biological illustrator (1868-1959),"['marine biologist', 'biological illustrator', 'scientific illustrator', 'zoologist']",76,"['zoologist', 'american', 'british', 'australian', 'german']",1.236223,10.804894
Q21252888,Alexandra Slawin,"Professor of Chemical Crystallography, University of St Andrews.","['researcher', 'chemist']",46,"['chemist', 'german', 'british', 'american', 'professor']",10.0135765,-0.8995104
Q29958071,'Mamphono Khaketla,Lesotho mathematician and senator,"['mathematician', 'university teacher', 'politician', 'minister']",50,"['scientist', 'african', 'south', 'ugandan', 'academic']",11.37489,-5.9833837
Q21264436,Murielle Bochud,public health physician,['researcher'],23,"['american', 'physician', 'medical', 'doctor', 'scientist']",5.8639374,5.358588
Q41037876,Laura Kaufman,American chemist,['researcher'],11,"['chemist', 'american', 'british', 'canadian', 'researcher']",2.9903202,-10.216375
Q94180462,Thushara Pillai,Indian astronomer,['astronomer'],7,"['astronomer', 'american', 'british', 'french', 'german']",16.285002,4.1518874
Q56599020,Mary Lacity,Walton Professor and Director of the Blockchain Center of Excellence at the University of Arkansas Sam M. Walton College of Business,"['professor', 'researcher']",65,"['american', 'women', 'director', 'activist', 'organization']",15.65758,7.3601947
Q28873120,Susan Fereday (botanical artist),"British born Australian algologist, botanical illustrator and artist (1815-1878)","['artist', 'botanical illustrator', 'scientific illustrator', 'botanist', 'botanical collector']",94,"['illustrator', 'british', 'scientific', 'botanical', 'artist']",11.022134,10.870515
Q27767473,Annie Chambers Ketchum,"American educator, lecturer, and writer (1824-1904)","['conferencier', 'naturalist', 'writer', 'teacher', 'botanist']",66,"['american', 'writer', 'author', 'activist', 'educator']",13.719947,7.8338847
Q56822674,Lucy Langdon Wilson,U.S. educator (1864-1937),['head teacher'],66,"['american', 'writer', 'author', 'activist', 'educator']",13.7201805,7.847951
Q42008154,Jean Ginsburg,English physician and physiologist,"['endocrinologist', 'physiologist', 'physician']",80,"['physician', 'british', 'doctor', 'medical', 'surgeon']",6.659117,4.572817
Q21074913,Tatiana Toro,Colombian American mathematician,"['mathematician', 'university teacher', 'academic']",2,"['mathematician', 'american', 'russian', 'polish', 'born']",13.897484,2.8423886
Q51023196,Gillian Whalley,New Zealand medical researcher,['researcher'],96,"['zealand', 'new', 'academic', 'researcher', 'medical']",7.6735697,2.4908767
Q54965512,Patricia L. Clark,American biophysicist,"['researcher', 'biophysicist']",63,"['american', 'biostatistician', 'biophysicist', 'bioinformatician', 'statistician']",4.9033575,9.083832
Q106036421,Constance Brinckerhoff,American microbiologist,['microbiologist'],27,"['microbiologist', 'american', 'bacteriologist', 'researcher', 'british']",18.822683,-4.218493
Q21264647,Sheila Rowan (physicist),"Professor of Physics and Astronomy at the University of Glasgow in Scotland, and director of its Institute for Gravitational Research since 2009",['physicist'],71,"['physicist', 'american', 'nuclear', 'theoretical', 'particle']",16.055275,4.7108765
Q1895581,Maria-Pia Geppert,German mathematician (1907-1997),"['mathematician', 'university teacher', 'statistician']",88,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",20.596733,12.724955
Q21664670,Désirée Le Beau,Austro-Hungarian-American industrial chemist and inventor,"['chemist', 'inventor']",46,"['chemist', 'german', 'british', 'american', 'professor']",9.796286,7.409862
Q15407133,Denise Albe-Fessard,French neuroscientist (1916-2003),['neuroscientist'],1,"['neuroscientist', 'american', 'cognitive', 'researcher', 'canadian']",2.2729092,-1.4364643
Q30323450,Jan H. Landsberg,"British biologist, researcher and author (born 1954)",['biologist'],90,"['british', 'scientist', 'biologist', 'academic', 'anthropologist']",3.5626433,2.1036437
Q4765547,Anita Inder Singh,political scientist,"['political scientist', 'businessperson']",57,"['scientist', 'american', 'political', 'politician', 'academic']",23.721472,0.29850128
Q94701709,Colleen A. Kraft,American pediatrician,['pediatrician'],53,"['american', 'pediatrician', 'pediatric', 'paediatrician', 'physician']",2.9249678,6.9542274
Q21341163,Grace E. Howard,American lichenologist (1886-1978),"['lichenologist', 'botanist']",95,"['climatologist', 'american', 'lichenologist', 'british', 'french']",-0.10817043,2.2303824
Q22005633,Jeanne Sinkford,American dentist and educator,"['dentist', 'prosthodontist']",26,"['american', 'academic', 'educator', 'professor', 'university']",14.108252,7.674261
Q11752,Mary Kenneth Keller,"first American woman to receive a PhD in computer science (1913-1985); simultaneously with Irving Tang first American to receive PhD in computer science, nun","['computer scientist', 'university teacher', 'religious sister', 'mathematician']",65,"['american', 'women', 'director', 'activist', 'organization']",17.83417,7.024594
Q17308816,Hildred Blewett,Canadian physicist,['physicist'],6,"['canadian', 'scientist', 'biologist', 'researcher', 'physicist']",10.323577,0.77344763
Q56426281,Lisa Collins (agronomist),British agronomist,"['agronomist', 'university teacher']",0,"['british', 'american', 'english', 'metallurgist', 'historian']",12.089373,5.299826
Q41720918,Rebecca Shipley,British mathematician and professor,['mathematician'],20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",9.396372,-5.2277384
Q28037291,Heide Gluesing-Luerssen,German mathematician,['mathematician'],88,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",20.597229,12.716425
Q21338587,Annette Braun,American entomologist,"['entomologist', 'lepidopterist', 'scientific collector']",78,"['entomologist', 'american', 'british', 'ecologist', 'zealand']",0.80626655,2.3096006
Q8565319,Fran Balkwill,scientist and author children's books about scientific topics,"['writer', 'science communicator', 'researcher']",37,"['scientist', 'science', 'researcher', 'american', 'meteorologist']",12.954317,7.911864
Q56879503,Carina Curto,American mathematician,['mathematician'],20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",9.074396,-9.512588
Q54869848,Polly Higgins,"Scottish barrister, advocate and expert in ecocide","['environmentalist', 'barrister', 'writer']",90,"['british', 'scientist', 'biologist', 'academic', 'anthropologist']",12.272282,10.461546
Q18817338,Noriko H. Arai,Japanese mathematician,"['mathematician', 'computer scientist', 'artificial intelligence researcher']",2,"['mathematician', 'american', 'russian', 'polish', 'born']",7.8177814,7.163089
Q81863200,Elisabeth Jean Wood,American political scientist,"['political scientist', 'academic']",57,"['scientist', 'american', 'political', 'politician', 'academic']",23.73306,0.28916657
Q84369965,Edith Mitchell,American oncologist and USAF officer,['editor'],10,"['oncologist', 'american', 'mycologist', 'medical', 'physician']",14.719575,12.383976
Q43403815,Ethel de Fraine,British botanist (1879-1918),['botanist'],19,"['botanist', 'british', 'english', 'irish', 'german']",10.742121,11.245037
Q16750706,Sophia Eckerson,American botanist (1866-1954),['botanist'],62,"['botanist', 'american', 'canadian', 'argentinian', 'russian']",10.7669325,11.935133
Q57515844,Karen Holtzblatt,American computer scientist,['computer scientist'],14,"['computer', 'scientist', 'american', 'british', 'researcher']",19.98341,7.871976
Q63431955,Janet Lever,American sociologist,"['writer', 'sociologist', 'university teacher']",31,"['sociologist', 'american', 'academic', 'french', 'writer']",8.541483,-0.9491309
Q71229673,Swietenia Puspa Lestari,Indonesian diver and environmentalist,"['diver', 'environmentalist']",60,"['physician', 'chinese', 'taiwanese', 'filipino', 'scientist']",8.942134,4.973367
Q18576684,Margaret Fishenden,"Fishenden [née White], Margaret (1889–1977), industrial researcher","['meteorologist', 'scientist', 'industrialist']",0,"['british', 'american', 'english', 'metallurgist', 'historian']",16.103895,-0.22147587
Q112939609,Bongshin Lee,researcher,['researcher'],3,"['researcher', 'scientist', 'author', 'ai', 'university']",14.606625,22.68251
Q24689592,Odile Macchi,French physicist and mathematician,"['physicist', 'mathematician']",45,"['french', 'mathematician', 'physicist', 'applied', 'mathematics']",13.212172,-7.2115865
Q1741562,Kim Plofker,historian of mathematics,"['mathematician', 'historian of mathematics']",20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",9.655534,-5.865138
Q29034450,Harriet Lange Rheingold,American psychologist (1908–2000),['psychologist'],8,"['psychologist', 'american', 'british', 'psychiatrist', 'psychoanalyst']",-0.7624214,5.5872626
Q22005669,Karen C. Johnson,American physician,['scientist'],23,"['american', 'physician', 'medical', 'doctor', 'scientist']",-6.3114614,2.0197487
Q53059518,Helena Teede,Australian endocrinologist,['endocrinologist'],74,"['australian', 'researcher', 'medical', 'physician', 'health']",4.8157797,6.6715655
Q18528256,Frida Leakey,first wife of Louis Leakey,['teacher'],65,"['american', 'women', 'director', 'activist', 'organization']",12.876005,4.145312
Q2332473,Alberta Mennega,Dutch botanist (1912-2009),"['botanist', 'wood anatomist', 'botanical collector']",19,"['botanist', 'british', 'english', 'irish', 'german']",10.552945,11.409265
Q50379538,Shikoh Gitau,Kenyan computer scientist and technology innovator,['computer scientist'],14,"['computer', 'scientist', 'american', 'british', 'researcher']",10.026821,3.6591237
Q21519682,Katharine Murray Lyell,botanist (1817-1915),"['botanist', 'technical writer', 'taxonomist', 'pteridologist', 'editor', 'botanical collector', 'scientific collector']",19,"['botanist', 'british', 'english', 'irish', 'german']",10.742299,11.686554
